RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_SNR,PRB_Utilization_DL,PRB_Utilization_UL
-103.0,0.0013444,7.0,0.1651344,14.12,20.685,62.5094,2.8773
-103.0,0.0012144,7.0,0.1488959999999999,14.0,20.745,59.5094,1.5097
-103.0,0.001092,7.0,0.1338556999999999,14.0,18.355,59.7641,1.2077
-103.0,0.0009755999999999,7.0,0.12034,14.0,18.835,63.2547,2.5567
-103.0,0.0008838,7.0,0.1080658,14.0,20.205,59.7641,0.8115000000000001
-102.58,0.0007947999999999,7.0,0.0971469999999999,14.0,19.315,60.2547,2.6135
-102.0,0.0007131999999999,7.0,0.0872397999999999,14.0,20.065,59.7641,3.1699
-102.0,0.0006367999999999,7.0,0.0784338,14.0,23.37,64.2547,3.5473000000000003
-102.0,0.0005756,7.0,0.0704096,14.0,22.39,58.7641,1.7076000000000002
-102.0,0.0005175,7.0,0.0681848,14.0,19.465,60.5094,3.302
-102.0,0.0004669999999999,7.0,0.0613039999999999,14.0,18.85,60.5094,1.7925
-102.0,0.0004187999999999,7.0,0.0551229999999999,14.05,20.135,61.7641,1.821
-102.0,0.0003784,7.0,0.0495107,15.07,21.63,59.5094,3.7644
-102.0,0.000338,7.0,0.0453996,16.0,19.11,58.7641,1.151
-102.0,0.0003003999999999,7.0,0.0515008,16.0,19.595,60.5094,3.6226
-102.0,0.0002701,7.0,0.0521424,16.0,19.935,62.7641,3.3774
-102.0,0.000243,7.0,0.0577724,16.0,19.66,58.7641,1.085
-102.0,0.0002191999999999,7.0,0.066525,16.0,20.04,61.7641,2.3396
-102.0,0.0001924,7.0,0.0633389999999999,16.0,19.645,62.7641,1.8020000000000005
-102.0,0.0001761,7.0,0.0787393,16.0,19.55,58.5094,1.5472
-102.0,0.000162,7.0,0.0845048,16.0,19.125,60.7641,0.9244
-102.0,0.0001415999999999,7.0,0.098584,16.0,20.62,61.5094,2.6981
-102.0,0.0001257,7.0,0.0998415,16.0,19.14,61.7641,0.8868
-102.0,0.0001155,7.0,0.1009788,16.0,19.48,59.7641,1.453
-102.0,0.0001053999999999,7.0,0.101874,16.0,18.93,61.5094,2.0755
-102.0,9.53e-05,7.0,0.100835,16.0,20.845,60.7641,3.7454
-102.12,8.510000000000002e-05,7.0,0.0956537,16.0,20.12,62.5094,3.9908
-103.0,7.499999999999998e-05,7.0,0.0896484,16.0,19.17,59.7641,1.7452
-103.0,6.480000000000002e-05,7.0,0.0819834,16.0,18.935,52.1509,3.4812
-103.0,6.000000000000002e-05,7.0,0.0784159999999999,16.0,19.755,17.4907,3.6321
-104.0,5.45e-05,7.0,0.0776348,16.0,20.42,28.3777,1.0756
-104.0,5e-05,7.0,0.0813,16.0,20.915,1.6510999999999998,3.6323
-104.0,4.7400000000000014e-05,7.0,0.07909,16.0,21.87,0.3962999999999999,0.0944
-104.0,4e-05,7.0,0.0749255,16.0,21.185,0.4058,4.6415
-104.0,3.92e-05,7.0,0.0758705,16.0,21.765,4.1131,6.1321
-104.0,3.000000000000001e-05,7.0,0.072916,16.0,21.245,2.3775,0.7737999999999999
-104.0,3.000000000000001e-05,7.0,0.070666,16.0,21.055,5.1889,2.2925
-104.0,2.8500000000000005e-05,7.0,0.0663394,16.0,20.515,47.7265,3.7737
-104.0,2e-05,7.0,0.0650788,16.0,20.595,10.6228,2.2076
-104.0,2e-05,7.0,0.0655029999999999,16.0,20.42,3.0946,2.0849
-104.0,2e-05,7.0,0.0613113999999999,16.0,19.535,22.2924,3.2454
-104.0,2e-05,7.0,0.0600855999999999,16.0,21.27,2.0851,3.7453
-104.3763440860215,1.89e-05,7.0,0.0716967999999999,16.0,19.795,0.67,5.0283
-105.0,1e-05,7.0,0.0922956999999999,16.0,20.135,2.7455000000000003,3.9906
-105.0,1e-05,7.0,0.099446,16.0,21.125,2.2454,2.2265
-105.0,1e-05,7.0,0.0964436,16.0,21.685,2.5002,5.9529
-105.0,1e-05,7.0,0.0910945,16.0,20.505,4.7076,21.1699
-105.0,1e-05,7.0,0.0857704,16.0,21.32,20.4435,4.5284
-105.0,1e-05,7.0,0.081296,16.0,20.885,5.1888,2.2078
-105.0,1e-05,7.0,0.0815526,16.0,20.795,1.3964,1.2171
-105.0,1e-05,7.0,0.1055137,16.0,20.81,1.1321,0.2075999999999999
-105.0,1e-05,7.0,0.1188699999999999,16.0,20.075,4.2455,2.1888
-105.0,1e-05,7.0,0.1245746,16.0,18.78,3.17,3.0661
-105.0,1.0000000000000004e-05,7.0,0.123503,16.0,21.845,6.4152,2.8207
-105.0,0.0,7.0,0.1127497,16.0,22.17,4.5567,1.5284
-105.78494623655914,0.0,7.0,0.1013684,16.0,21.56,0.151,13.1698
-105.85,0.0,7.0,0.0911349,16.0,21.74,62.1509,2.0566
-105.0,0.0,7.0,0.0943764,16.0,20.805,59.5094,1.5565
-105.0,0.0,7.0,0.0899559999999999,16.0,21.26,59.7641,2.5376
-105.0,0.0,7.0,0.0851986,16.0,18.655,33.3491,1.585
-105.0,0.0,7.0,0.0914492,16.0,20.46,12.5566,1.5944
-105.0,0.0,7.0,0.1113459999999999,16.0,21.32,7.934,0.2832
-105.0,0.0,7.0,0.1423357,15.31,21.77,11.0944,2.5189000000000004
-105.0,0.0,7.0,0.1426518,15.0,21.345,0.0472,0.0472
-104.72,0.0,7.0,0.12756,15.0,21.36,39.8868,1.8113
-104.0,0.0,7.0,0.1227902,15.0,22.38,0.0472,0.1888
-104.0,0.0,7.0,0.114494,15.0,22.62,29.6415,0.3586999999999999
-104.13978494623656,0.0,7.0,0.1098799999999999,15.0,27.07,10.6228,0.9151
-105.0,0.0,7.0,0.1077353999999999,15.0,21.83,5.0,0.585
-105.0,0.0,7.0,0.098016,15.0,19.6,18.5849,1.2738
-105.0,0.0,7.0,0.0931229,15.0,18.26,13.896300000000002,0.5756
-104.03,0.0,7.0,0.0836389,15.0,23.055,14.0472,6.5848
-104.0,0.0,7.0,0.07704,15.0,21.35,7.8491,0.5378999999999999
-104.0,0.0,7.0,0.070495,15.0,19.91,19.2358,0.5567
-104.0,0.0,7.0,0.0795052,15.0,19.31,9.1416,0.4151999999999999
-104.0,0.0,7.0,0.0849633,15.0,21.395,15.0,0.8681
-104.0,0.0,7.0,0.079466,15.0,23.175,17.4151,2.2265
-104.0,0.0,7.0,0.0754882,15.0,21.13,7.8491,0.1416
-103.12,0.0,7.0,0.0756487999999999,15.0,20.95,15.3019,0.2832
-103.0,0.0,7.0,0.0694328,15.0,17.825,15.6887,1.6982
-103.5483870967742,0.0199999999999999,7.0,0.072764,15.0,20.93,16.1416,1.3585999999999998
-104.0,0.0187399999999999,7.0,0.0769504,15.0,20.98,8.5284,0.6699
-103.07,0.0167759999999999,7.0,0.0707912,15.0,23.93,6.1416,0.6605
-103.0,0.0150984,7.0,0.0660155,15.0,23.545,35.5754,2.0661
-103.0,0.0150264999999999,7.0,0.06775,15.0,18.345,26.7453,0.5567
-103.0,0.014848,7.0,0.0802684,15.0,18.615,19.7548,1.6134
-103.0,0.013378,7.0,0.0928095,15.0,17.265,8.4434,1.7926
-103.0,0.0120507999999999,7.0,0.1081016,15.0,19.435,13.8868,0.5001
-103.0,0.0107775999999999,7.0,0.1117212,15.0,20.855,14.3491,0.9435
-102.16,0.0098941999999999,7.0,0.1078138,15.0,20.755,9.0,1.3115
-102.0,0.0088572,7.0,0.1062969,15.0,20.775,15.1605,0.236
-102.0,0.0194523,7.0,0.1174236,15.0,18.205,12.3774,0.6038999999999999
-102.0,0.0820468,7.0,0.1197506999999999,15.0,19.285,7.1888,0.0
-102.0,0.1630066,6.69,0.1165529999999999,15.0,19.23,18.7924,0.4813
-101.0,0.2678086999999999,6.0,0.1291203999999999,15.0,22.59,13.3019,0.4246999999999999
-101.0,0.2465552999999999,6.0,0.1195919999999999,15.0,21.435,13.2547,0.0
-100.04,0.2259737999999999,6.0,0.1075242999999999,15.0,20.83,15.2831,0.0944
-100.0,0.20358,6.0,0.0982022999999999,15.0,20.75,21.7547,2.2926
-100.0,0.1864775999999999,6.0,0.099153,15.0,20.18,14.5944,0.4812999999999999
-100.0,0.167648,6.0,0.0931759999999999,15.0,18.525,9.0944,0.3303999999999999
-100.0,0.1940536999999999,6.0,0.1178816,15.0,20.82,15.4529,1.5756
-100.0,0.1888868,6.0,0.1231,15.0,20.195,0.1416,0.1888
-99.35,0.1692828,6.0,0.1158370999999999,15.0,19.465,42.2547,1.1888999999999998
-99.0,0.1529964,6.0,0.1040311999999999,15.0,19.21,16.0944,0.1416
-99.0,0.1366869999999999,6.0,0.0992963999999999,15.0,19.025,9.3019,0.0472
-99.0,0.1025942,6.0,0.083366,15.0,19.92,13.8207,1.8775
-99.0,0.0927172999999999,6.0,0.0812082,15.0,19.56,23.5378,0.7454
-99.0,0.0832749999999999,6.0,0.0876715999999999,15.0,18.4,13.5567,3.9342
-99.0,0.0758703,6.0,0.0927393,15.0,20.135,14.3679,0.5284
-99.0,0.0689724,6.0,0.096777,15.0,21.305,15.0472,1.1133
-99.0,0.0618246,6.0,0.0959396,15.0,20.085,16.3679,0.236
-99.0,0.05604,6.0,0.0989,15.0,20.435,13.3491,0.5943999999999999
-99.0,0.0527862,6.0,0.1082655999999999,15.0,21.11,15.5661,0.8681
-98.77,0.0475068,6.58,0.1107076,15.0,21.545,13.9812,0.2832
-98.0,0.0426205999999999,7.0,0.1084427999999999,15.0,22.635,13.0661,0.0944
-98.70967741935485,0.0382796,7.0,0.1067599999999999,15.0,21.54,17.2264,0.5851
-99.0,0.0345988,7.0,0.0991275999999999,15.0,21.55,11.773699999999998,1.0285
-99.0,0.0309054,7.0,0.0959025999999999,15.0,21.555,11.8018,0.5096
-99.0,0.02829,7.0,0.0894814999999999,15.0,21.595,8.9152,1.2831
-99.0,0.0258351999999999,7.0,0.0862399999999999,15.0,20.575,0.0944,1.368
-99.0,0.023156,7.0,0.0903949,15.0,20.23,38.283,0.8209000000000001
-99.0,0.0209505,7.0,0.0905893,15.0,21.4,13.0189,1.0662
-99.0,0.0186971999999999,7.0,0.0837199999999999,15.0,21.925,10.3019,0.7548999999999999
-99.0,0.016915,7.0,0.0751876,15.0,22.09,13.6415,0.9718
-99.0,0.0153689,7.0,0.0754726999999999,15.0,22.53,17.3208,0.953
-99.0,0.01424,7.0,0.0724764,15.0,20.78,12.396300000000002,1.4341
-99.0,0.0128626,7.0,0.079511,15.0,19.805,11.0472,1.5944
-98.95698924731182,0.0117064,7.0,0.094528,15.0,21.355,11.2453,0.7737
-98.0,0.0104844,7.0,0.1008607999999999,15.0,20.875,18.1038,0.4151999999999999
-98.0,0.0094941999999999,7.0,0.0995966,15.0,22.375,7.3585,0.6417
-98.0,0.0085604,7.0,0.0914708,15.0,22.645,17.481199999999998,0.4341
-98.0,0.0077043999999999,7.0,0.0862606,15.0,20.81,12.6038,0.7548999999999999
-98.0,0.0071215999999999,7.0,0.0810446,15.0,21.885,5.4056,1.1229
-98.0,0.0063883999999999,7.0,0.0724766999999999,15.0,21.945,13.4812,1.3774000000000002
-98.0,0.0057456999999999,7.0,0.0651563999999999,15.0,21.585,16.0567,0.4434999999999999
-101.04347826086956,0.0871163636363636,5.76,0.0952147887323943,6.93,26.565,2.1982,0.1416
-102.64,0.0999999999999999,9.0,0.0999999999999999,9.0,21.65,0.0,0.0472
-101.43,0.0999999999999999,9.0,0.1018749999999999,9.0,19.725,0.0,0.0
-101.0,0.0955999999999999,5.04,0.0946074999999999,9.0,21.52,0.2075999999999999,0.4718
-101.0,0.0858599999999999,0.0,0.0918049999999999,9.0,22.435,0.1132,0.0
-101.48863636363636,0.0767879999999999,0.0,0.0866071999999999,9.0,21.855,0.217,1.1322
-101.35,0.0728999999999999,0.0,0.0809869999999999,9.0,22.25,0.0,0.0472
-101.0,0.0728999999999999,0.0,0.0728159999999999,9.0,19.7,0.0,0.0
-101.0,0.0728999999999999,0.0,0.0654011999999999,9.0,18.62,0.0,0.0
-100.49,0.0667035,0.0,0.0592811,9.0,23.005,0.0472,0.4623999999999999
-100.0,0.06561,0.0,0.0532479999999999,9.0,19.88,0.0,0.0472
-100.0,0.0880968,0.0,0.0485499999999999,9.0,15.98,0.0,0.0472
-100.0,0.0866512,0.0,0.0439425,9.0,17.3,15.1321,3.4529
-100.0,0.077323,0.0,0.0394610999999999,9.97,18.865,13.2735,3.2453
-100.0,0.0700428,0.0,0.0353939999999999,11.0,20.475,16.5001,2.1981
-100.0,0.0623623999999999,0.0,0.0317545999999999,12.03,21.845,2.9246,0.9341
-100.0,0.0560649999999999,0.0,0.0286699999999999,13.0,20.935,5.9434000000000005,0.9058
-100.0,0.0530785,0.27,0.0259434999999999,13.95,28.21,9.4434,1.9436
-101.0,0.0475779,1.31,0.029001,14.97,19.49,11.283,3.8776
-101.0,0.0432617999999999,2.21,0.0264072,16.0,21.845,1.0378999999999998,0.4246
-101.0,0.0397699999999999,3.0,0.0449999999999999,17.0,17.69,0.0944,0.1416
-101.0,0.0397699999999999,3.0,0.05492,17.0,16.1,0.0,0.0
-101.0,0.0397699999999999,3.0,0.056507,16.34,14.26,0.0,0.0
-101.0,0.0374217999999999,3.59,0.0507508,15.32,17.21,1.8681,0.8869
-101.0,0.0338926,4.53,0.0467559999999999,15.46,21.29,0.0472,0.4623
-101.0,0.0469503999999999,5.0,0.0419932,15.52,19.035,1.1793,0.4718
-101.0,0.0640295,5.0,0.042259,15.3,22.35,0.0,0.3681
-101.0,0.05984,5.0,0.0464912,15.64,26.2,0.0,0.0
-101.0,0.0572088,5.0,0.0417508,14.62,24.0,6.6887,0.0566
-101.0,0.0510033,5.53,0.0406138999999999,14.41,20.81,10.2265,1.1134
-101.375,0.0458024999999999,6.55,0.0459915999999999,15.0,19.03,26.3019,1.8963
-102.0,0.0411348,7.0,0.0503167999999999,15.0,19.715,51.9529,2.5095
-102.0,0.0369472,7.0,0.0479862,15.46,16.985,54.5943,5.6602
-102.0,0.0371151,7.0,0.0510971999999999,16.0,21.04,52.783,2.132
-102.0,0.0358434,7.0,0.0545399999999999,16.0,19.95,56.4716,1.783
-102.0,0.0340854999999999,7.0,0.0489816,16.52,20.83,51.764,1.1321
-101.16,0.0328816,7.0,0.0471764999999999,17.55,25.99,56.132,1.8302
-101.0,0.0301443999999999,7.0,0.0752092,18.0,18.395,60.2452,3.9811
-101.0,0.0270738999999999,7.0,0.1268787999999999,18.0,18.38,55.1603,4.6038
-101.0,0.0243101,7.0,0.1717419999999999,17.4,20.405,57.7641,2.8680000000000003
-101.0,0.02183,7.0,0.1871547999999999,16.38,19.54,54.273500000000006,2.6792
-101.0,0.0196288,7.0,0.1789524000000001,15.36,19.54,56.9528,0.7452000000000001
-101.0,0.0176302,7.0,0.1628262,14.34,20.465,61.3678,1.4154
-102.7752808988764,0.015834,7.0,0.1498076,14.0,21.76,50.8679,2.2925
-103.0,0.014219,7.0,0.1362219999999999,14.0,21.605,53.632,0.9059
-103.0,0.0127639999999999,7.0,0.127304,14.0,21.39,56.0754,2.1605000000000003
-103.0,0.0114649999999999,7.0,0.1165556,14.0,21.685,56.4339,1.9626
-103.0,0.0102956,7.0,0.104678,14.0,20.595,51.2358,1.8774
-103.3,0.0092419999999999,7.0,0.0975856,14.0,21.005,59.3301,1.0474
-104.0,0.0083027999999999,7.0,0.09807,14.0,19.49,55.4057,2.6039
-104.0,0.0074592,7.0,0.091812,14.0,20.46,56.0188,1.7548
-104.0,0.0066995999999999,7.0,0.0863464,14.0,18.81,58.7169,0.868
-104.0,0.0060133999999999,7.0,0.0789096,14.0,19.06,56.1321,2.104
-104.0,0.0053891999999999,7.0,0.0747696,14.0,20.405,56.1603,2.302
-104.0,0.0048404,7.0,0.068244,14.0,21.005,57.773500000000006,3.0473000000000003
-104.0,0.0043399,7.0,0.0612824,14.0,20.54,52.2358,1.4058
-105.0,0.0038999999999999,7.0,0.0593225,14.0,19.985,55.6132,2.1134
-105.0,0.003498,7.0,0.0544679999999999,14.0,19.55,50.066,1.9151
-105.0,0.0031451999999999,7.0,0.053362,14.0,20.07,59.415,2.6793
-105.0,0.0028236,7.0,0.0490312,14.82,19.645,53.4622,2.0757
-105.0,0.0025331999999999,7.0,0.048448,15.84,19.785,56.6132,0.9434
-105.0,0.002274,7.0,0.0494057999999999,16.86,19.35,52.8018,0.8492000000000001
-104.01,0.0020437999999999,7.0,0.0503684,17.0,19.42,60.7358,2.4057
-104.0,0.0018344,7.0,0.0639349999999999,17.0,19.835,48.9151,1.849
-104.0,0.0016468,7.0,0.0825978,17.0,19.895,60.773500000000006,0.4153
-104.0,0.0014852,7.0,0.0926869999999999,17.0,19.73,55.0659,1.1321
-104.0,0.0013309999999999,7.0,0.0979211999999999,17.0,20.455,52.622600000000006,1.9813
-104.0,0.0011984,7.0,0.093661,17.0,20.815,62.5848,1.5755
-104.0,0.0010715,7.0,0.0907887999999999,17.0,20.805,54.8207,2.3775
-104.0,0.0048535,7.0,0.10364,17.0,19.165,44.151,2.7359000000000004
-104.0,0.0115419999999999,7.0,0.1456118,17.0,21.17,58.6225,1.7359
-104.0,0.010378,7.0,0.1446396,16.92,18.945,55.132,1.8113
-104.0,0.0093226,7.0,0.1696687,15.89,19.985,60.1603,2.632
-104.0,0.008364,7.0,0.1593649,14.87,18.36,49.5849,1.6511000000000002
-104.0,0.0075087,7.0,0.159247,13.85,19.48,59.132,1.4152
-104.0,0.0067421,7.0,0.1474983,13.0,19.415,54.7641,1.9811
-104.0,0.006065,7.0,0.13261,13.0,21.765,59.9244,2.1981
-104.0,0.0054484,7.0,0.119108,13.0,19.855,62.7641,1.8492
-104.0,0.0048892,7.0,0.1080754,13.0,17.465,56.3678,1.9152
-104.0,0.0043924,7.0,0.1036324,13.0,21.245,53.8867,1.1323
-104.1931818181818,0.0039464,7.0,0.1015008,13.0,21.64,58.5659,1.7642000000000002
-105.0,0.0035419999999999,7.0,0.0911636,13.0,22.665,56.1414,1.7925
-105.0,0.0031758,7.0,0.0817936,13.0,25.375,59.7169,1.7549
-105.0,0.0028549999999999,7.0,0.073462,13.0,19.72,50.4246,1.4057
-105.0,0.0025623999999999,7.0,0.0659795,13.0,22.415,51.2452,2.9529
-105.0,0.0023044,7.0,0.0592608,13.0,21.0,58.8679,1.4528
-105.0,0.0020667,7.0,0.0532193999999999,13.39,20.675,60.5093,2.5095
-105.0,0.0018539999999999,7.0,0.0498461999999999,14.31,19.245,60.1886,2.132
-105.0,0.0029544,7.0,0.0559781999999999,15.0,18.605,58.5094,1.7549
-105.0,0.0044848,7.0,0.0701255,15.0,18.56,42.6604,2.8394
-105.0,0.0044655999999999,7.0,0.0745103,15.0,19.48,58.3489,2.0096000000000003
-105.0,0.0040079999999999,7.0,0.0754865,15.0,20.33,58.6132,1.151
-105.0,0.0036001999999999,7.0,0.0756658,15.0,22.38,56.4057,2.453
-105.0,0.003236,7.0,0.0748831,15.0,20.66,59.415,1.0001
-105.0,0.0029047999999999,7.0,0.0671816,15.0,20.94,59.3207,1.5379000000000005
-105.0,0.0026019,7.0,0.0653493,15.0,17.96,54.7169,1.7265
-105.0,0.0093665,7.0,0.0729060999999999,15.0,18.5,13.2547,1.0662
-105.0,0.0835271999999999,7.0,0.0804592,15.0,19.655,42.0472,0.9718
-105.0,0.1028399999999999,7.0,0.0808006,15.0,21.73,54.0093,2.2829
-105.0,0.0923522999999999,7.0,0.0750329999999999,15.0,20.39,61.3867,1.2736
-105.0,0.0829399999999999,7.0,0.0673902,15.0,20.1,61.4622,1.6226999999999998
-105.0,0.0744809,7.0,0.0638007999999999,15.0,19.58,64.3207,1.3584
-105.0,0.0668892999999999,7.0,0.0595726,15.0,20.47,51.9151,2.387
-105.0,0.0600655,7.0,0.0535026999999999,15.0,21.305,52.566,1.5756
-105.0,0.053947,7.0,0.0480489999999999,15.65,20.545,55.1604,2.0472
-105.0,0.0484452,7.0,0.0431479,16.67,20.69,56.4622,1.0095
-105.0,0.0435011,7.0,0.0617473,17.0,19.575,55.4999,3.1792
-105.0,0.0390186,7.0,0.0883841999999999,17.0,20.615,56.6321,3.5943
-105.0,0.0350447999999999,7.0,0.1162974,17.0,21.12,57.4245,0.736
-105.0,0.0314697999999999,7.0,0.1226495999999999,17.0,21.13,53.9339,2.5567
-105.0,0.0281751,7.0,0.1354332,17.0,19.515,56.783,1.7923
-105.0,0.0253029999999999,7.0,0.1389398,17.0,19.79,50.2169,1.6605
-105.0,0.0227525999999999,7.0,0.1327050999999999,17.0,20.39,59.6132,1.934
-105.0,0.0204352,7.0,0.132702,17.0,19.495,55.7736,1.8397
-105.0,0.018355,7.0,0.1470396,16.43,20.08,56.8018,1.6792000000000002
-105.0,0.0164896,7.0,0.1473805999999999,16.0,21.065,58.0094,1.2075
-105.0,0.01481,7.0,0.1355676,16.0,20.76,63.0849,2.3585000000000003
-105.0,0.0133023999999999,7.0,0.1271114999999999,16.0,19.76,57.415,1.3114
-105.0,0.0119422,7.0,0.1197239999999999,16.0,20.47,54.4622,2.3302
-105.0,0.0107299999999999,7.0,0.1173012,16.0,19.78,59.9716,0.934
-105.0,0.0096246,7.0,0.1171314999999999,16.0,20.04,55.9055,1.5001
-105.0,0.0086475,7.0,0.1169828,16.0,20.33,61.415,2.33
-105.0,0.007764,7.0,0.1123087999999999,16.0,20.82,45.9151,0.6226999999999999
-105.0,0.0069711999999999,7.0,0.1064449999999999,16.0,20.195,59.6038,1.6887
-105.0,0.0062616,7.0,0.105532,16.0,20.68,60.4528,2.0
-105.0,0.0056286,7.0,0.0973197,16.0,20.91,55.1131,1.8397
-105.0,0.0050598,7.0,0.0878724,16.0,20.42,57.85850000000001,0.3585
-105.0,0.0045408,7.0,0.0888601999999999,16.0,19.235,56.0189,1.4528
-105.0,0.0040803999999999,7.0,0.0863934999999999,16.0,20.115,55.85850000000001,1.3584
-105.0,0.0036679999999999,7.0,0.0829516,16.0,21.555,58.40560000000001,1.5659999999999998
-105.0,0.0032929999999999,7.0,0.0798589,16.0,19.52,57.2642,1.6886
-105.0,0.0029505,7.0,0.0816198,16.0,19.87,57.2169,1.8018
-105.0,0.0026483999999999,7.0,0.0752956999999999,16.0,20.13,55.7736,1.2641
-104.34,0.0023799999999999,7.0,0.0720895,16.0,21.965,57.3396,1.2546000000000002
-104.0,0.0021378,7.0,0.0655234,16.0,18.83,52.7076,1.934
-104.0,0.0019259999999999,7.0,0.0745490999999999,16.0,19.6,58.1509,1.3396
-104.0,0.0017273999999999,7.0,0.0736779,16.0,19.84,54.0848,1.5094999999999998
-104.0,0.0015504,7.0,0.0830489999999999,16.0,20.085,47.6132,2.1605
-104.0,0.0013929999999999,7.0,0.0758089999999999,16.0,20.31,60.8679,1.5284
-104.0,0.0012507,7.0,0.0680761999999999,16.0,20.04,58.773500000000006,1.8112
-104.0,0.0011255999999999,7.0,0.0796731,16.0,20.75,57.3396,1.6038
