RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_NumberOfPackets,DL_NumberOfPackets,label
-101.0,0.00672,7.0,0.0023299999999999,13.0,6.88,21.395,885.0,2926.0,120.57,0.05,1.42,0.0472,1.3397,86,39.0,1
-101.0,0.0061828,7.0,0.0021620999999999,13.73,16.03,21.76,51303.0,7092.0,358.93,10.74,1.85,10.1322,1.7453999999999998,100,49.0,1
-101.0,0.005524,7.0,0.005837,14.74,12.58,19.255,61335.0,10601.0,501.29,9.21,2.33,8.6888,2.1983,101,89.0,1
-101.0,0.0050026,7.0,0.0191124999999999,15.75,30.31,19.335,119604.0,15596.0,807.73,20.46,4.2,19.302,3.9624,78,176.0,1
-101.0,0.0063186,7.0,0.0334795999999999,16.77,30.02,19.905,264751.0,11117.0,640.59,42.92,3.95,40.4905,3.7264,87,326.0,1
-101.0,0.0060756,7.0,0.0566727999999999,17.0,22.72,21.11,373030.0,8346.0,437.9,55.93,1.71,52.7641,1.6133000000000002,119,501.0,1
-101.0,0.0054179999999999,7.0,0.06516,17.0,16.97,21.275,440168.0,7209.0,321.95,65.2,1.29,61.5094,1.2171,86,342.0,1
-101.0,0.0048678,7.0,0.0661486,17.0,18.49,21.06,434167.0,10755.0,514.26,63.35,2.72,59.7641,2.5661,107,315.0,1
-101.18,0.004374,7.0,0.0652908,17.0,20.86,19.525,436519.0,8610.0,455.32,63.35,1.14,59.7641,1.0755,98,319.0,1
-102.0,0.0039276,7.0,0.0753816,17.0,40.34,18.245,440168.0,9280.0,714.98,64.41,3.35,60.7641,3.1605000000000003,102,285.0,1
-102.0,0.0035278,7.0,0.107192,17.0,23.07,20.77,432870.0,9819.0,472.33,63.35,2.19,59.7641,2.0661,102,292.0,1
-102.88172043010752,0.0031735,7.0,0.1077968,17.0,21.19,22.36,434167.0,7103.0,361.23,65.99,3.52,62.2547,3.3208,98,334.0,1
-103.0,0.0028444,7.0,0.107452,17.0,22.7,21.905,440168.0,7563.0,377.25,63.35,1.77,59.7641,1.6699000000000002,95,289.0,1
-103.0,0.0025621999999999,7.0,0.0979325,17.0,19.15,21.56,440168.0,6502.0,326.09,64.14,1.99,60.5094,1.8775,110,314.0,1
-103.0,0.0022985,7.0,0.1099251999999999,17.0,28.02,20.95,429221.0,10293.0,550.96,62.29,3.4,58.7641,3.2077,88,259.0,1
-103.0,0.0020673999999999,7.0,0.1151859999999999,17.0,16.61,25.255,441465.0,5833.0,389.53,65.47,3.12,61.7641,2.9435,89,328.0,1
-103.0,0.0018566999999999,7.0,0.1397343999999999,17.0,27.9,18.84,436519.0,8829.0,515.15,65.99,4.6,62.2547,4.3395,118,323.0,1
-103.0,0.0016656,7.0,0.1585769999999999,16.15,40.3,19.015,436519.0,15920.0,1314.32,62.29,2.73,58.7641,2.5755,91,320.0,1
-103.0,0.0015024,7.0,0.1742717999999999,15.13,20.92,19.95,430069.0,9357.0,453.06,63.35,1.67,59.7641,1.5756,89,314.0,1
-103.0,0.0013444,7.0,0.1651344,14.12,25.55,20.685,445194.0,11529.0,625.4,66.26,3.05,62.5094,2.8773,93,311.0,1
-103.0,0.0012144,7.0,0.1488959999999999,14.0,20.19,20.745,436519.0,5956.0,243.58,63.08,1.6,59.5094,1.5097,90,302.0,1
-103.0,0.001092,7.0,0.1338556999999999,14.0,17.68,18.355,429221.0,5908.0,347.38,63.35,1.28,59.7641,1.2077,111,295.0,1
-103.0,0.0009755999999999,7.0,0.12034,14.0,21.15,18.835,441465.0,9549.0,382.83,67.05,2.71,63.2547,2.5567,93,341.0,1
-103.0,0.0008838,7.0,0.1080658,14.0,20.17,20.205,440168.0,5664.0,263.93,63.35,0.86,59.7641,0.8115000000000001,134,310.0,1
-102.58,0.0007947999999999,7.0,0.0971469999999999,14.0,20.27,19.315,432870.0,5655.0,274.64,63.87,2.77,60.2547,2.6135,190,296.0,1
-102.0,0.0007131999999999,7.0,0.0872397999999999,14.0,26.11,20.065,432870.0,18482.0,960.05,63.35,3.36,59.7641,3.1699,184,296.0,1
-102.0,0.0006367999999999,7.0,0.0784338,14.0,25.15,23.37,448763.0,10546.0,473.37,68.11,3.76,64.2547,3.5473000000000003,183,338.0,1
-102.0,0.0005756,7.0,0.0704096,14.0,21.57,22.39,432870.0,8908.0,461.91,62.29,1.81,58.7641,1.7076000000000002,161,320.0,1
-102.0,0.0005175,7.0,0.0681848,14.0,25.41,19.465,429221.0,14749.0,737.2,64.14,3.5,60.5094,3.302,53,295.0,1
-102.0,0.0004669999999999,7.0,0.0613039999999999,14.0,20.55,18.85,440168.0,7161.0,361.56,64.14,1.9,60.5094,1.7925,17,339.0,1
-102.0,0.0004187999999999,7.0,0.0551229999999999,14.05,23.9,20.135,445114.0,11700.0,584.42,65.47,1.93,61.7641,1.821,12,307.0,1
-102.0,0.0003784,7.0,0.0495107,15.07,21.7,21.63,429221.0,16698.0,824.73,63.08,3.99,59.5094,3.7644,7,322.0,1
-102.0,0.000338,7.0,0.0453996,16.0,18.19,19.11,430149.0,5669.0,279.96,62.29,1.22,58.7641,1.151,14,323.0,1
-102.0,0.0003003999999999,7.0,0.0515008,16.0,24.1,19.595,440088.0,12624.0,619.11,64.14,3.84,60.5094,3.6226,21,279.0,1
-102.0,0.0002701,7.0,0.0521424,16.0,14.38,19.935,441545.0,8238.0,398.23,66.53,3.58,62.7641,3.3774,12,312.0,1
-102.0,0.000243,7.0,0.0577724,16.0,23.48,19.66,429221.0,6980.0,390.15,62.29,1.15,58.7641,1.085,27,372.0,1
-102.0,0.0002191999999999,7.0,0.066525,16.0,19.65,20.04,440168.0,6176.0,286.95,65.47,2.48,61.7641,2.3396,37,325.0,1
-102.0,0.0001924,7.0,0.0633389999999999,16.0,28.32,19.645,441465.0,9046.0,531.36,66.53,1.91,62.7641,1.8020000000000005,33,247.0,1
-102.0,0.0001761,7.0,0.0787393,16.0,17.3,19.55,432870.0,5708.0,263.83,62.02,1.64,58.5094,1.5472,17,285.0,1
-102.0,0.000162,7.0,0.0845048,16.0,24.49,19.125,436519.0,5276.0,365.51,64.41,0.98,60.7641,0.9244,43,262.0,1
-102.0,0.0001415999999999,7.0,0.098584,16.0,20.33,20.62,436519.0,6849.0,309.74,65.2,2.86,61.5094,2.6981,30,278.0,1
-102.0,0.0001257,7.0,0.0998415,16.0,24.19,19.14,441465.0,6461.0,376.61,65.47,0.94,61.7641,0.8868,21,278.0,1
-102.0,0.0001155,7.0,0.1009788,16.0,17.81,19.48,429221.0,5608.0,275.07,63.35,1.54,59.7641,1.453,27,310.0,1
-102.0,0.0001053999999999,7.0,0.101874,16.0,20.35,18.93,440168.0,10928.0,543.9,65.2,2.2,61.5094,2.0755,22,110.0,1
-102.0,9.53e-05,7.0,0.100835,16.0,28.63,20.845,440168.0,14405.0,708.37,64.41,3.97,60.7641,3.7454,24,0.0,1
-102.12,8.510000000000002e-05,7.0,0.0956537,16.0,32.03,20.12,434167.0,15621.0,858.83,66.26,4.23,62.5094,3.9908,32,5.0,1
-103.0,7.499999999999998e-05,7.0,0.0896484,16.0,29.86,19.17,433798.0,11192.0,512.13,63.35,1.85,59.7641,1.7452,53,5.0,1
-103.0,6.480000000000002e-05,7.0,0.0819834,16.0,32.35,18.935,379577.0,14451.0,765.22,55.28,3.69,52.1509,3.4812,24,131.0,1
-103.0,6.000000000000002e-05,7.0,0.0784159999999999,16.0,23.54,19.755,118336.0,18341.0,870.66,18.54,3.85,17.4907,3.6321,17,77.0,1
-104.0,5.45e-05,7.0,0.0776348,16.0,12.99,20.42,174265.0,4995.0,220.69,30.08,1.14,28.3777,1.0756,4,12.0,1
-104.0,5e-05,7.0,0.0813,16.0,20.18,20.915,8648.0,13922.0,734.02,1.75,3.85,1.6510999999999998,3.6323,24,2.0,1
-104.0,4.7400000000000014e-05,7.0,0.07909,16.0,12.55,21.87,2088.0,2925.0,132.84,0.42,0.1,0.3962999999999999,0.0944,32,14.0,1
-104.0,4e-05,7.0,0.0749255,16.0,19.63,21.185,5323.0,15260.0,777.67,0.43,4.92,0.4058,4.6415,18,15.0,1
-104.0,3.92e-05,7.0,0.0758705,16.0,22.63,21.765,11520.0,28830.0,1533.16,4.36,6.5,4.1131,6.1321,20,18.0,1
-104.0,3.000000000000001e-05,7.0,0.072916,16.0,13.35,21.245,9565.0,4184.0,166.51,2.52,0.82,2.3775,0.7737999999999999,18,31.0,1
-104.0,3.000000000000001e-05,7.0,0.070666,16.0,22.23,21.055,19929.0,20584.0,1072.95,5.5,2.43,5.1889,2.2925,77,274.0,1
-104.0,2.8500000000000005e-05,7.0,0.0663394,16.0,21.21,20.515,325011.0,18256.0,882.9,50.59,4.0,47.7265,3.7737,137,20.0,1
-104.0,2e-05,7.0,0.0650788,16.0,14.99,20.595,76626.0,7889.0,377.61,11.26,2.34,10.6228,2.2076,112,15.0,1
-104.0,2e-05,7.0,0.0655029999999999,16.0,13.71,20.42,9473.0,15355.0,778.25,3.28,2.21,3.0946,2.0849,107,125.0,1
-104.0,2e-05,7.0,0.0613113999999999,16.0,23.07,19.535,156762.0,18848.0,995.33,23.63,3.44,22.2924,3.2454,13,27.0,1
-104.0,2e-05,7.0,0.0600855999999999,16.0,17.6,21.27,16196.0,21653.0,1057.61,2.21,3.97,2.0851,3.7453,22,12.0,1
-104.3763440860215,1.89e-05,7.0,0.0716967999999999,16.0,28.39,19.795,4170.0,10910.0,658.43,0.71,5.33,0.67,5.0283,17,30.0,1
-105.0,1e-05,7.0,0.0922956999999999,16.0,27.54,20.135,15600.0,18873.0,1160.2,2.91,4.23,2.7455000000000003,3.9906,9,20.0,1
-105.0,1e-05,7.0,0.099446,16.0,15.96,21.125,13099.0,6625.0,305.54,2.38,2.36,2.2454,2.2265,30,19.0,1
-105.0,1e-05,7.0,0.0964436,16.0,22.91,21.685,15209.0,33179.0,1825.08,2.65,6.31,2.5002,5.9529,26,36.0,1
-105.0,1e-05,7.0,0.0910945,16.0,29.31,20.505,21825.0,95069.0,5374.03,4.99,22.44,4.7076,21.1699,18,108.0,1
-105.0,1e-05,7.0,0.0857704,16.0,30.2,21.32,133858.0,33142.0,1649.45,21.67,4.8,20.4435,4.5284,29,26.0,1
-105.0,1e-05,7.0,0.081296,16.0,15.54,20.885,36204.0,4670.0,244.05,5.5,2.34,5.1888,2.2078,13,13.0,1
-105.0,1e-05,7.0,0.0815526,16.0,13.68,20.795,6824.0,8463.0,371.83,1.48,1.29,1.3964,1.2171,20,7.0,1
-105.0,1e-05,7.0,0.1055137,16.0,9.0,20.81,6600.0,2592.0,101.31,1.2,0.22,1.1321,0.2075999999999999,21,25.0,1
-105.0,1e-05,7.0,0.1188699999999999,16.0,21.74,20.075,15366.0,14394.0,834.08,4.5,2.32,4.2455,2.1888,8,33.0,1
-105.0,1e-05,7.0,0.1245746,16.0,37.57,18.78,26768.0,17833.0,931.47,3.36,3.25,3.17,3.0661,28,30.0,1
-105.0,1.0000000000000004e-05,7.0,0.123503,16.0,11.3,21.845,37780.0,9290.0,389.58,6.8,2.99,6.4152,2.8207,11,20.0,1
-105.0,0.0,7.0,0.1127497,16.0,9.78,22.17,18008.0,8172.0,376.24,4.83,1.62,4.5567,1.5284,12,7.0,1
-105.78494623655914,0.0,7.0,0.1013684,16.0,25.47,21.56,2762.0,54400.0,5130.79,0.16,13.96,0.151,13.1698,15,352.0,1
-105.85,0.0,7.0,0.0911349,16.0,26.97,21.74,439305.0,8674.0,426.82,65.88,2.18,62.1509,2.0566,21,325.0,1
-105.0,0.0,7.0,0.0943764,16.0,27.3,20.805,432870.0,8852.0,440.38,63.08,1.65,59.5094,1.5565,15,280.0,1
-105.0,0.0,7.0,0.0899559999999999,16.0,25.72,21.26,432870.0,8212.0,390.96,63.35,2.69,59.7641,2.5376,26,70.0,1
-105.0,0.0,7.0,0.0851986,16.0,21.72,18.655,222096.0,8225.0,435.47,35.35,1.68,33.3491,1.585,12,67.0,1
-105.0,0.0,7.0,0.0914492,16.0,13.6,20.46,94476.0,3783.0,165.16,13.31,1.69,12.5566,1.5944,15,28.0,1
-105.0,0.0,7.0,0.1113459999999999,16.0,9.05,21.32,57585.0,2165.0,84.37,8.41,0.3,7.934,0.2832,15,58.0,1
-105.0,0.0,7.0,0.1423357,15.31,15.45,21.77,63004.0,10150.0,508.71,11.76,2.67,11.0944,2.5189000000000004,19,1.0,1
-105.0,0.0,7.0,0.1426518,15.0,5.0,21.345,354.0,274.0,1.54,0.05,0.05,0.0472,0.0472,0,167.0,1
-104.72,0.0,7.0,0.12756,15.0,15.57,21.36,281117.0,6615.0,310.47,42.28,1.92,39.8868,1.8113,39,22.0,1
-104.0,0.0,7.0,0.1227902,15.0,7.85,22.38,354.0,1509.0,58.57,0.05,0.2,0.0472,0.1888,10,130.0,1
-104.0,0.0,7.0,0.114494,15.0,18.45,22.62,219202.0,6738.0,317.63,31.42,0.38,29.6415,0.3586999999999999,21,51.0,1
-104.13978494623656,0.0,7.0,0.1098799999999999,15.0,13.1,27.07,76296.0,3707.0,148.77,11.26,0.97,10.6228,0.9151,8,26.0,1
-105.0,0.0,7.0,0.1077353999999999,15.0,5.0,21.83,37627.0,396.0,39.46,5.3,0.62,5.0,0.585,18,85.0,1
-105.0,0.0,7.0,0.098016,15.0,17.65,19.6,115333.0,4348.0,151.14,19.7,1.35,18.5849,1.2738,20,58.0,1
-105.0,0.0,7.0,0.0931229,15.0,8.44,18.26,93552.0,2344.0,82.79,14.73,0.61,13.896300000000002,0.5756,9,64.0,1
-104.03,0.0,7.0,0.0836389,15.0,20.05,23.055,84716.0,27570.0,1383.46,14.89,6.98,14.0472,6.5848,20,54.0,1
-104.0,0.0,7.0,0.07704,15.0,6.74,21.35,42468.0,1198.0,35.54,8.32,0.57,7.8491,0.5378999999999999,7,61.0,1
-104.0,0.0,7.0,0.070495,15.0,13.33,19.91,125479.0,3517.0,156.66,20.39,0.59,19.2358,0.5567,18,65.0,1
-104.0,0.0,7.0,0.0795052,15.0,8.35,19.31,51923.0,2243.0,75.61,9.69,0.44,9.1416,0.4151999999999999,28,54.0,1
-104.0,0.0,7.0,0.0849633,15.0,9.13,21.395,86772.0,2118.0,85.26,15.9,0.92,15.0,0.8681,15,64.0,1
-104.0,0.0,7.0,0.079466,15.0,11.45,23.175,110005.0,5569.0,257.87,18.46,2.36,17.4151,2.2265,14,27.0,1
-104.0,0.0,7.0,0.0754882,15.0,5.8,21.13,58053.0,1143.0,22.28,8.32,0.15,7.8491,0.1416,15,89.0,1
-103.12,0.0,7.0,0.0756487999999999,15.0,12.9,20.95,103360.0,3425.0,147.49,16.22,0.3,15.3019,0.2832,17,57.0,1
-103.0,0.0,7.0,0.0694328,15.0,14.38,17.825,88366.0,3990.0,163.42,16.63,1.8,15.6887,1.6982,20,66.0,1
-103.5483870967742,0.0199999999999999,7.0,0.072764,15.0,13.98,20.93,98341.0,3032.0,174.93,17.11,1.44,16.1416,1.3585999999999998,17,53.0,1
-104.0,0.0187399999999999,7.0,0.0769504,15.0,9.1,20.98,48211.0,4804.0,212.81,9.04,0.71,8.5284,0.6699,14,33.0,1
-103.07,0.0167759999999999,7.0,0.0707912,15.0,8.03,23.93,35390.0,4277.0,183.36,6.51,0.7,6.1416,0.6605,14,79.0,1
-103.0,0.0150984,7.0,0.0660155,15.0,24.65,23.545,256103.0,5749.0,271.23,37.71,2.19,35.5754,2.0661,0,115.0,1
-103.0,0.0150264999999999,7.0,0.06775,15.0,8.59,18.345,72089.0,1513.0,63.1,28.35,0.59,26.7453,0.5567,38,51.0,1
-103.0,0.014848,7.0,0.0802684,15.0,18.4,18.615,100353.0,1995.0,218.18,20.94,1.71,19.7548,1.6134,22,57.0,1
-103.0,0.013378,7.0,0.0928095,15.0,9.92,17.265,63236.0,6013.0,306.2,8.95,1.9,8.4434,1.7926,9,69.0,1
-103.0,0.0120507999999999,7.0,0.1081016,15.0,10.29,19.435,91472.0,2888.0,113.34,14.72,0.53,13.8868,0.5001,21,52.0,1
-103.0,0.0107775999999999,7.0,0.1117212,15.0,10.1,20.855,91481.0,2330.0,94.99,15.21,1.0,14.3491,0.9435,10,51.0,1
-102.16,0.0098941999999999,7.0,0.1078138,15.0,8.86,20.755,59716.0,2422.0,96.84,9.54,1.39,9.0,1.3115,13,64.0,1
-102.0,0.0088572,7.0,0.1062969,15.0,11.94,20.775,92943.0,2735.0,119.46,16.07,0.25,15.1605,0.236,26,51.0,1
-102.0,0.0194523,7.0,0.1174236,15.0,7.0,18.205,66358.0,1334.0,42.0,13.12,0.64,12.3774,0.6038999999999999,17,58.0,1
-102.0,0.0820468,7.0,0.1197506999999999,15.0,12.15,19.285,50658.0,2754.0,101.04,7.62,0.0,7.1888,0.0,13,29.0,1
-102.0,0.1630066,6.69,0.1165529999999999,15.0,10.37,19.23,123844.0,2415.0,114.07,19.92,0.51,18.7924,0.4813,16,87.0,1
-101.0,0.2678086999999999,6.0,0.1291203999999999,15.0,9.84,22.59,74028.0,2616.0,86.24,14.1,0.45,13.3019,0.4246999999999999,27,57.0,1
-101.0,0.2465552999999999,6.0,0.1195919999999999,15.0,5.21,21.435,75592.0,510.0,24.46,14.05,0.0,13.2547,0.0,13,29.0,1
-100.04,0.2259737999999999,6.0,0.1075242999999999,15.0,16.15,20.83,90197.0,2961.0,122.54,16.2,0.1,15.2831,0.0944,13,85.0,1
-100.0,0.20358,6.0,0.0982022999999999,15.0,12.21,20.75,120977.0,4666.0,231.86,23.06,2.43,21.7547,2.2926,28,57.0,1
-100.0,0.1864775999999999,6.0,0.099153,15.0,9.37,20.18,77175.0,2192.0,78.36,15.47,0.51,14.5944,0.4812999999999999,14,56.0,1
-100.0,0.167648,6.0,0.0931759999999999,15.0,9.5,18.525,56510.0,2111.0,100.78,9.64,0.35,9.0944,0.3303999999999999,14,64.0,1
-100.0,0.1940536999999999,6.0,0.1178816,15.0,10.21,20.82,85833.0,5222.0,325.77,16.38,1.67,15.4529,1.5756,18,51.0,1
-100.0,0.1888868,6.0,0.1231,15.0,6.1,20.195,459.0,3585.0,73.96,0.15,0.2,0.1416,0.1888,15,39.0,1
-99.35,0.1692828,6.0,0.1158370999999999,15.0,14.43,19.465,262691.0,3698.0,179.34,44.79,1.26,42.2547,1.1888999999999998,4,1.0,1
-99.0,0.1529964,6.0,0.1040311999999999,15.0,11.45,19.21,114607.0,3072.0,122.97,17.06,0.15,16.0944,0.1416,32,195.0,1
-99.0,0.1366869999999999,6.0,0.0992963999999999,15.0,9.5,19.025,56693.0,2056.0,83.03,9.86,0.05,9.3019,0.0472,16,59.0,1
-99.0,0.1025942,6.0,0.083366,15.0,10.31,19.92,72122.0,4982.0,233.9,14.65,1.99,13.8207,1.8775,14,54.0,1
-99.0,0.0927172999999999,6.0,0.0812082,15.0,10.84,19.56,128046.0,3128.0,124.49,24.95,0.79,23.5378,0.7454,27,48.0,1
-99.0,0.0832749999999999,6.0,0.0876715999999999,15.0,14.48,18.4,79956.0,15501.0,821.63,14.37,4.17,13.5567,3.9342,8,53.0,1
-99.0,0.0758703,6.0,0.0927393,15.0,7.89,20.135,90386.0,1993.0,70.38,15.23,0.56,14.3679,0.5284,21,29.0,1
-99.0,0.0689724,6.0,0.096777,15.0,9.98,21.305,72639.0,2919.0,104.45,15.95,1.18,15.0472,1.1133,13,90.0,1
-99.0,0.0618246,6.0,0.0959396,15.0,8.97,20.085,98650.0,1668.0,77.95,17.35,0.25,16.3679,0.236,8,58.0,1
-99.0,0.05604,6.0,0.0989,15.0,15.36,20.435,71566.0,4252.0,192.67,14.15,0.63,13.3491,0.5943999999999999,27,63.0,1
-99.0,0.0527862,6.0,0.1082655999999999,15.0,9.34,21.11,81471.0,2471.0,100.24,16.5,0.92,15.5661,0.8681,6,51.0,1
-98.77,0.0475068,6.58,0.1107076,15.0,10.36,21.545,82499.0,2750.0,98.44,14.82,0.3,13.9812,0.2832,16,51.0,1
-98.0,0.0426205999999999,7.0,0.1084427999999999,15.0,15.76,22.635,82187.0,3979.0,176.02,13.85,0.1,13.0661,0.0944,21,57.0,1
-98.70967741935485,0.0382796,7.0,0.1067599999999999,15.0,7.35,21.54,112070.0,1727.0,52.29,18.26,0.62,17.2264,0.5851,7,57.0,1
-99.0,0.0345988,7.0,0.0991275999999999,15.0,13.0,21.55,77563.0,3612.0,160.27,12.48,1.09,11.773699999999998,1.0285,17,57.0,1
-99.0,0.0309054,7.0,0.0959025999999999,15.0,9.15,21.555,81531.0,4685.0,199.12,12.51,0.54,11.8018,0.5096,15,54.0,1
-99.0,0.02829,7.0,0.0894814999999999,15.0,8.5,21.595,54117.0,4678.0,195.92,9.45,1.36,8.9152,1.2831,15,78.0,1
-99.0,0.0258351999999999,7.0,0.0862399999999999,15.0,7.67,20.575,531.0,3730.0,172.01,0.1,1.45,0.0944,1.368,12,56.0,1
-99.0,0.023156,7.0,0.0903949,15.0,13.19,20.23,269274.0,3484.0,157.82,40.58,0.87,38.283,0.8209000000000001,9,40.0,1
-99.0,0.0209505,7.0,0.0905893,15.0,9.35,21.4,86683.0,2752.0,90.56,13.8,1.13,13.0189,1.0662,27,1.0,1
-99.0,0.0186971999999999,7.0,0.0837199999999999,15.0,8.45,21.925,68662.0,2422.0,77.13,10.92,0.8,10.3019,0.7548999999999999,27,179.0,1
-99.0,0.016915,7.0,0.0751876,15.0,8.78,22.09,74585.0,2407.0,88.3,14.46,1.03,13.6415,0.9718,12,60.0,1
-99.0,0.0153689,7.0,0.0754726999999999,15.0,9.45,22.53,96958.0,1886.0,64.2,18.36,1.01,17.3208,0.953,5,61.0,1
