RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_NumberOfPackets,DL_NumberOfPackets,label
-96.0,0.0020992,7.0,0.1011336,12.0,23.53,18.505,440168.0,6792.0,323.48,64.14,2.42,60.5094,2.2829,82,291.0,1
-96.0,0.0018862999999999,7.0,0.0908342,12.0,22.75,19.14,441465.0,5267.0,254.91,67.32,2.34,63.5094,2.2075,83,290.0,1
-96.0,0.0016902,7.0,0.0816647,12.0,24.8,19.05,430149.0,5765.0,276.42,63.62,2.4,60.0188,2.264,77,309.0,1
-96.0,0.001517,7.0,0.0733504999999999,12.0,29.12,18.64,440168.0,6694.0,310.83,65.2,1.49,61.5094,1.4056,81,310.0,1
-96.0,0.0013644,7.0,0.0658819999999999,12.0,27.27,17.535,440088.0,6398.0,306.44,65.2,2.49,61.5094,2.349,68,276.0,1
-96.0,0.0012228,7.0,0.0591703999999999,12.0,19.96,20.585,434247.0,6797.0,325.12,63.35,2.95,59.7641,2.783,96,338.0,1
-96.0,0.0011022999999999,7.0,0.0531965999999999,12.34,25.79,19.17,440168.0,7669.0,362.83,63.35,1.68,59.7641,1.5848,87,300.0,1
-96.0,0.000991,7.0,0.0477779999999999,13.36,22.41,18.67,436519.0,6227.0,294.71,64.14,2.23,60.5094,2.104,89,297.0,1
-96.0,0.0008901,7.0,0.0429151999999999,14.38,19.9,19.5,437816.0,5259.0,269.46,64.41,2.07,60.7641,1.9528,86,313.0,1
-96.0,0.0008003999999999,7.0,0.0429151,15.39,24.21,18.715,440168.0,7154.0,333.56,63.35,1.54,59.7641,1.453,69,288.0,1
-96.0,0.0007201999999999,7.0,0.0525413,16.0,23.51,17.825,436519.0,7012.0,381.55,63.35,2.34,59.7641,2.2074000000000003,96,293.0,1
-96.0,0.0006487999999999,7.0,0.0659482999999999,16.0,21.7,17.59,432870.0,7452.0,391.19,63.08,2.13,59.5094,2.0094,64,328.0,1
-96.0,0.0005798,7.0,0.0807059999999999,16.0,20.62,19.0,445114.0,6924.0,325.99,65.47,2.3,61.7641,2.1697,88,299.0,1
-96.0,0.0005205,7.0,0.0898164,16.0,19.07,18.37,436519.0,5086.0,255.91,62.29,1.52,58.7641,1.4339,93,297.0,1
-96.0,0.0004695,7.0,0.096159,16.0,22.46,18.995,430149.0,9323.0,448.07,61.5,2.33,58.0188,2.1979,69,310.0,1
-96.0,0.0004211999999999,7.0,0.0979195,16.0,18.83,18.97,443737.0,5884.0,289.5,65.2,1.66,61.5094,1.5662,102,306.0,1
-96.0,0.0003804,7.0,0.1023392999999999,16.0,21.37,18.14,437896.0,6891.0,328.04,65.47,1.76,61.7641,1.6604,67,303.0,1
-96.0,0.0003395999999999,7.0,0.1070806,16.0,17.0,20.625,432870.0,6283.0,322.98,62.56,0.79,59.0188,0.7453,84,285.0,1
-96.0,0.0003018999999999,7.0,0.1077775999999999,16.0,19.97,21.38,443817.0,6162.0,285.15,64.93,1.85,61.2547,1.7454000000000005,75,316.0,1
-96.0,0.0002713,7.0,0.1114925999999999,16.0,16.76,20.995,437816.0,6158.0,298.02,65.2,0.75,61.5094,0.7075999999999999,81,308.0,1
-96.0,0.000244,7.0,0.1152875,16.0,19.79,18.34,436519.0,6096.0,279.73,63.08,2.08,59.5094,1.9623,98,302.0,1
-96.0,0.0002233999999999,7.0,0.1190199999999999,16.0,15.61,19.615,443817.0,6345.0,323.26,64.41,2.24,60.7641,2.1133,86,305.0,1
-96.0,0.0002032,7.0,0.1220335,16.0,20.75,20.325,429221.0,7928.0,370.55,62.02,2.27,58.5094,2.1415,67,302.0,1
-96.0,0.0001828,7.0,0.1212686,16.0,16.3,18.365,445114.0,6245.0,322.39,67.32,2.67,63.5094,2.5188,87,285.0,1
-96.0,0.0001624,7.0,0.1144295,16.0,21.21,18.885,440168.0,9297.0,448.61,64.14,2.0,60.5094,1.8868,89,326.0,1
-96.0,0.0001419999999999,7.0,0.1059361999999999,16.0,15.58,19.675,429221.0,8551.0,410.23,62.29,1.9,58.7641,1.7925,85,302.0,1
-96.0,0.0001259,7.0,0.1008501999999999,16.0,22.74,17.66,437367.0,7094.0,346.34,63.62,2.07,60.0188,1.9529000000000003,109,308.0,1
-96.0,0.0001157,7.0,0.103486,16.0,19.52,19.535,445194.0,6039.0,269.24,65.2,1.99,61.5094,1.8773,77,291.0,1
-96.0,0.0001055999999999,7.0,0.1153373999999999,16.0,19.79,18.03,429221.0,5860.0,299.7,63.08,1.05,59.5094,0.9906,79,324.0,1
-96.0,9.54e-05,7.0,0.1290632999999999,16.0,18.94,18.64,440168.0,6113.0,296.4,64.14,1.67,60.5094,1.5756,109,302.0,1
-96.0,8.520000000000001e-05,7.0,0.132787,16.0,18.49,20.135,445114.0,7123.0,375.57,65.47,2.28,61.7641,2.151,72,310.0,1
-96.0,7.509999999999998e-05,7.0,0.1347007999999999,16.0,17.92,20.44,429221.0,5277.0,233.16,60.44,1.43,57.0188,1.3491,75,311.0,1
-96.0,6.49e-05,7.0,0.1351652,16.0,22.35,17.53,440168.0,7269.0,376.07,64.14,2.09,60.5094,1.9717,80,270.0,1
-96.0,6.000000000000002e-05,7.0,0.136634,16.0,19.73,18.575,440168.0,7628.0,353.38,64.41,1.23,60.7641,1.1604,86,318.0,1
-96.0,5.46e-05,7.0,0.1406540999999999,16.0,20.42,19.175,434167.0,7839.0,379.09,63.35,0.82,59.7641,0.7736,30,318.0,1
-96.0,5e-05,7.0,0.1365015,16.0,17.28,17.665,440168.0,7197.0,344.88,65.99,1.51,62.2547,1.4245,111,322.0,1
-96.0,4.43e-05,7.0,0.1398264999999999,16.0,18.81,17.945,440168.0,6043.0,296.94,64.14,2.07,60.5094,1.9528,75,295.0,1
-96.0,4e-05,7.0,0.1504356,15.34,17.47,19.345,429221.0,7094.0,342.14,62.29,1.39,58.7641,1.3115,61,306.0,1
-96.0,3.390000000000002e-05,7.0,0.148028,15.0,17.85,18.845,442393.0,4661.0,238.3,65.74,1.36,62.0188,1.2831,126,309.0,1
-96.0,3.000000000000001e-05,7.0,0.145628,15.0,23.88,17.975,436519.0,7027.0,309.72,64.14,1.82,60.5094,1.717,77,294.0,1
-96.0,3.000000000000001e-05,7.0,0.1454456999999999,15.0,19.1,18.465,432870.0,7642.0,369.36,63.08,1.83,59.5094,1.7264000000000002,80,330.0,1
-96.0,3.000000000000001e-05,7.0,0.1363779999999999,15.0,19.93,19.145,445114.0,5901.0,265.91,68.38,1.04,64.5094,0.9812,73,319.0,1
-96.0,2.3300000000000004e-05,7.0,0.1224819999999999,15.0,27.05,20.41,440168.0,8362.0,395.78,64.41,1.78,60.7641,1.6792000000000002,90,293.0,1
-96.0,2e-05,7.0,0.113066,15.0,15.0,18.17,429221.0,4390.0,200.48,62.29,1.06,58.7641,1.0,89,303.0,1
-96.0,2e-05,7.0,0.1069034,15.0,23.31,19.33,440168.0,7068.0,334.85,64.41,1.68,60.7641,1.5849000000000002,80,327.0,1
-96.0,2e-05,7.0,0.0982159999999999,15.0,25.53,19.755,445114.0,7318.0,353.31,66.26,0.95,62.5094,0.8964,79,297.0,1
-96.0,1.2600000000000005e-05,7.0,0.0959248999999999,15.0,18.54,18.91,429221.0,5392.0,264.98,62.02,0.85,58.5094,0.802,115,314.0,1
-96.0,1e-05,7.0,0.0976056,15.0,28.42,18.735,440168.0,7961.0,369.7,65.2,1.49,61.5094,1.4056,101,293.0,1
-96.0,1e-05,7.0,0.0987359999999999,15.0,18.93,18.47,440168.0,5764.0,275.43,63.35,1.28,59.7641,1.2077,92,316.0,1
-96.0,1e-05,7.0,0.0926136,15.0,17.01,19.22,435095.0,5114.0,239.46,64.41,1.61,60.7641,1.5188,63,333.0,1
-96.0,1e-05,7.0,0.0908373,15.0,26.3,18.195,443817.0,8125.0,386.36,65.2,1.72,61.5094,1.6228,93,287.0,1
-96.0,1e-05,7.0,0.0851049999999999,15.0,20.72,18.04,432870.0,7416.0,353.75,63.08,1.25,59.5094,1.1793,82,317.0,1
-96.0,1e-05,7.0,0.0764344,15.0,23.33,18.21,437816.0,6767.0,317.49,65.2,2.13,61.5094,2.0094,85,330.0,1
-96.0,1e-05,7.0,0.072539,15.0,25.66,20.185,440168.0,7332.0,391.24,64.41,2.29,60.7641,2.1605000000000003,92,314.0,1
-96.0,1e-05,7.0,0.0798175,15.0,18.09,18.205,436519.0,6730.0,292.41,61.5,0.56,58.0188,0.5283,85,222.0,1
-96.0,1e-05,7.0,0.0851403999999999,15.0,22.82,19.12,432870.0,8410.0,405.52,64.14,3.49,60.5094,3.2924,75,327.0,1
-96.0,1e-05,7.0,0.0874553999999999,15.0,23.47,17.76,445114.0,7146.0,329.24,67.32,2.11,63.5094,1.9907,133,343.0,1
-96.0,1e-05,7.0,0.080848,15.0,17.76,18.56,436519.0,5266.0,251.41,63.35,1.14,59.7641,1.0757,100,164.0,1
-96.0,0.0,7.0,0.0870767999999999,15.0,22.12,18.92,432870.0,6255.0,297.25,63.87,1.42,60.2547,1.3397,86,488.0,1
-96.0,0.0,7.0,0.0961008,15.0,20.45,17.895,443817.0,5631.0,286.17,64.41,1.83,60.7641,1.7263,75,273.0,1
-97.74193548387096,0.0,3.71,0.0989135714285713,9.48,13.13,21.015,215723.0,3925.0,229.51,33.13,2.03,31.2547,1.9152,82,361.0,1
-107.69,0.0999999999999999,4.95,0.0999999999999999,9.0,6.7,26.905,315.0,399.0,16.1,0.0,0.5,0.0,0.4718,83,282.0,1
-106.47,0.0999999999999999,9.0,0.1064,9.0,5.0,22.32,0.0,116.0,0.0,0.0,0.05,0.0,0.0472,72,201.0,1
-106.0,0.1054,4.14,0.11592,9.0,5.3,15.4,90.0,150.0,3.75,0.16,0.21,0.1509,0.1982,83,376.0,1
-106.0,0.11,0.0,0.104112,9.0,5.0,15.84,0.0,116.0,0.0,0.0,0.05,0.0,0.0472,104,274.0,1
-106.0,0.11,0.0,0.0935063999999999,9.0,5.0,25.02,0.0,116.0,0.0,0.0,0.0,0.0,0.0,120,366.0,1
-106.0,0.10923,0.0,0.0893925,9.0,5.9,26.96,21.0,258.0,12.18,0.0,0.21,0.0,0.1982,67,376.0,1
-106.0,0.098109,0.0,0.0982068,9.0,9.9,25.565,144.0,867.0,45.24,0.18,1.1,0.1698,1.038,70,200.0,1
-106.0,0.0881198999999999,0.0,0.0945235,9.0,13.35,22.855,97.0,3366.0,191.12,0.18,1.0,0.1698,0.9434,56,311.0,1
-106.0,0.08019,0.0,0.0868999999999999,9.0,6.85,22.53,21.0,280.0,8.67,0.0,0.26,0.0,0.2453999999999999,49,268.0,1
-106.0,0.0744155999999999,0.0,0.0800349,9.0,5.0,39.28,21.0,106.0,0.0,0.05,0.05,0.0472,0.0472,58,505.0,1
-106.0,0.0721699999999999,0.0,0.0718757999999999,9.0,5.0,24.48,0.0,116.0,0.0,0.0,0.05,0.0,0.0472,64,148.0,1
-106.0,0.0686321999999999,0.0,0.0645468,9.0,6.2,20.16,21.0,381.0,8.68,0.0,0.49,0.0,0.4623999999999999,67,390.0,1
-107.92134831460676,0.0649499999999999,0.0,0.068915,9.0,5.0,17.01,426.0,46.0,0.0,0.05,0.0,0.0472,0.0,65,338.0,1
-108.22,0.0618347999999999,0.0,0.0658099,9.0,5.0,18.095,21.0,255.0,0.0,0.0,0.1,0.0,0.0944,63,224.0,1
-107.0,0.05846,0.0,0.0603822,9.0,5.0,19.725,0.0,209.0,0.0,0.0,0.0,0.0,0.0,68,416.0,1
-107.0,0.0542479999999999,0.0,0.0541726,9.0,25.2,20.91,4426.0,12020.0,698.52,7.97,2.83,7.518899999999999,2.6698000000000004,64,263.0,1
-107.0,0.048665,0.75,0.048652,9.64,23.89,20.79,9009.0,12613.0,557.96,10.91,3.05,10.2926,2.8772,67,0.0,1
-107.0,0.0441809,1.67,0.0436912,10.66,9.73,23.995,5207.0,1353.0,40.0,4.88,0.41,4.6038,0.3868999999999999,70,673.0,1
-106.7,0.0403141999999999,2.54,0.0440924,11.68,10.5,22.615,1617.0,2300.0,80.55,0.47,1.36,0.4435,1.2832,51,302.0,1
-106.0,0.0363967,3.51,0.04206,12.66,15.0,19.3,2647.0,2781.0,224.77,0.46,2.87,0.4341,2.7076,75,126.0,1
-106.0,0.0368912,4.24,0.0461582999999999,13.73,7.51,18.91,5242.0,2785.0,70.06,1.22,0.21,1.1511,0.1982,54,507.0,1
-106.0,0.0431567999999999,5.28,0.071895,14.0,5.0,19.27,1149.0,506.0,8.47,0.38,0.2,0.3585,0.1888,71,195.0,1
-106.0,0.03884,6.28,0.0928853999999999,14.0,16.96,18.355,12817.0,10083.0,488.64,2.85,1.7,2.689,1.6039,69,483.0,1
-106.0,0.03596,7.0,0.0984511,14.0,5.32,21.27,1620.0,751.0,14.24,0.0,0.35,0.0,0.3303999999999999,64,317.0,1
-106.0,0.03596,7.0,0.1048676,14.0,5.0,20.555,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,56,83.0,1
-105.0,0.09479,7.0,0.0581675,12.0,18.62,19.81,108307.0,7692.0,353.53,15.54,2.8,14.6604,2.6417,93,40.0,1
-105.0,0.0851299999999999,7.0,0.0525207999999999,12.0,22.83,20.81,228770.0,11109.0,632.39,34.13,5.09,32.1981,4.8019,76,774.0,1
-105.0,0.076454,7.0,0.0469162,12.73,23.48,21.015,282644.0,11370.0,436.59,60.89,2.55,57.4434,2.4057,65,144.0,1
-105.0,0.0685889,7.0,0.0420843999999999,13.76,26.42,20.945,267346.0,7309.0,338.2,55.93,1.69,52.7641,1.5944,67,135.0,1
-105.0,0.0615984,7.0,0.0377919999999999,14.78,24.22,20.625,270626.0,6976.0,336.96,58.84,1.96,55.5094,1.8491,64,352.0,1
-105.0,0.0553229999999999,7.0,0.03788,15.75,21.99,19.37,267426.0,6825.0,365.64,58.05,2.52,54.7641,2.3775,58,156.0,1
-105.0,0.0496819999999999,7.0,0.0488514,16.0,24.49,19.625,265969.0,7364.0,332.92,59.11,1.7,55.7641,1.6036,62,69.0,1
-105.0,0.0446174,7.0,0.0700648,16.0,18.08,19.195,269698.0,6582.0,323.92,55.93,1.9,52.7641,1.7925,73,420.0,1
-105.0,0.0400729999999999,7.0,0.0815066,16.0,20.9,20.9,267426.0,8683.0,437.98,52.75,2.31,49.7641,2.1792,67,226.0,1
-105.0,0.0359464,7.0,0.0952166,16.0,23.71,20.145,269698.0,9566.0,431.48,56.72,2.19,53.5094,2.0659,66,116.0,1
-105.0,0.0322848,7.0,0.0980604,16.0,19.39,21.115,265969.0,10461.0,560.82,59.9,2.85,56.5094,2.6888,55,256.0,1
-105.0,0.0289935999999999,7.0,0.1037421,16.0,32.71,18.86,269698.0,11510.0,498.21,60.96,3.19,57.5094,3.0095,78,173.0,1
-105.0,0.0260404,7.0,0.1048155,16.0,24.32,19.235,267426.0,6686.0,367.09,55.66,1.73,52.5094,1.6322,75,167.0,1
-105.0,0.02338,7.0,0.1189343999999999,16.0,24.46,18.12,270546.0,7293.0,434.53,59.11,1.26,55.7641,1.1887,64,267.0,1
-105.0,0.0210003999999999,7.0,0.1384449,16.0,18.12,18.7,267426.0,8736.0,434.91,60.96,2.47,57.5094,2.3302,65,0.0,1
-105.0,0.0188389999999999,7.0,0.13658,16.0,12.9,18.445,266049.0,6576.0,315.94,56.72,1.53,53.5094,1.4434,60,0.0,1
-105.0,0.0169117999999999,7.0,0.1291361,16.0,14.88,18.98,269698.0,8266.0,376.77,59.11,2.08,55.7641,1.9623,82,591.0,1
-105.0,0.0151925999999999,7.0,0.1272916,16.0,19.48,17.965,267346.0,8279.0,405.95,52.75,1.08,49.7641,1.0189,69,227.0,1
-105.0,0.0136449999999999,7.0,0.1268695,16.0,17.36,18.205,269698.0,7271.0,343.97,55.66,2.64,52.5094,2.4905,65,213.0,1
-105.0,0.0122545,7.0,0.1360615999999999,16.0,19.01,18.505,266049.0,7753.0,383.53,58.84,3.41,55.5094,3.2172,81,141.0,1
-105.0,0.011001,7.0,0.136375,16.0,16.33,19.225,269698.0,6616.0,322.04,60.96,1.18,57.5094,1.1131,74,105.0,1
-105.0,0.0098718,7.0,0.1353023,16.0,20.01,18.695,267346.0,7485.0,368.95,57.78,1.84,54.5094,1.7359,92,71.0,1
-105.0,0.0088424,7.0,0.1416625999999999,15.81,26.41,19.51,270626.0,6893.0,384.18,58.05,1.86,54.7641,1.7546000000000002,117,162.0,1
-105.0,0.0079479999999999,7.0,0.1553500999999999,15.0,15.3,20.16,267426.0,7163.0,363.41,59.9,1.82,56.5094,1.717,83,192.0,1
-105.0,0.0071296,7.0,0.1477631999999999,15.0,20.48,22.095,265969.0,5931.0,268.12,53.81,1.62,50.7641,1.5285,87,0.0,1
-105.0,0.0064014999999999,7.0,0.1499398,14.74,20.46,20.65,269698.0,6024.0,279.25,55.66,1.56,52.5094,1.4718,86,0.0,1
-105.0,0.0057461999999999,7.0,0.149104,14.0,20.41,18.675,267426.0,6471.0,297.06,60.96,2.07,57.5094,1.9528,75,897.0,1
-105.0,0.0051623999999999,7.0,0.137509,14.0,19.72,18.07,273347.0,8216.0,352.47,63.08,3.47,59.5094,3.2738,88,25.0,1
-105.0,0.0046395,7.0,0.12519,14.0,19.11,18.265,262320.0,5585.0,256.97,55.66,1.22,52.5094,1.1512,114,188.0,1
-105.0,0.0041626,7.0,0.1176365,14.0,23.15,18.615,269698.0,6736.0,318.87,55.93,1.71,52.7641,1.6135000000000002,74,270.0,1
-105.0,0.003734,7.0,0.1088952999999999,14.0,24.75,20.065,267426.0,6803.0,320.91,60.17,1.8,56.7641,1.6981,93,251.0,1
-105.0,0.0033551999999999,7.0,0.0978036999999999,14.0,24.41,21.2,270546.0,7025.0,333.82,56.72,1.64,53.5094,1.5472,79,240.0,1
-105.0,0.0030155999999999,7.0,0.0878444,14.0,23.16,21.33,267426.0,6629.0,290.57,58.05,1.48,54.7641,1.3964,72,304.0,1
-105.0,0.0027072,7.0,0.0788924999999999,14.0,21.63,19.11,266049.0,5924.0,276.88,57.78,1.38,54.5094,1.3021,69,34.0,1
-105.0,0.0024274999999999,7.0,0.0707767999999999,14.0,20.41,20.995,271075.0,5852.0,275.38,58.84,1.88,55.5094,1.7739000000000005,110,0.0,1
-105.0,0.0021818,7.0,0.0635684,14.0,24.5,19.895,265969.0,6849.0,361.4,58.05,2.74,54.7641,2.5851,98,8.0,1
-105.0,0.0019606999999999,7.0,0.057095,14.0,24.5,18.87,273347.0,8328.0,343.77,58.05,1.51,54.7641,1.4247,80,0.0,1
-105.0,0.001757,7.0,0.0512768,14.52,19.62,18.27,262400.0,6147.0,306.41,55.93,1.63,52.7641,1.538,82,1044.0,1
-105.0,0.0015808,7.0,0.0555812,15.0,22.56,19.42,269698.0,6081.0,285.38,55.93,1.87,52.7641,1.7642000000000002,66,267.0,1
-105.0,0.0014215,7.0,0.0642376,15.0,18.01,19.74,267346.0,7544.0,343.97,60.17,1.4,56.7641,1.3209,63,269.0,1
-105.0,0.0012767,7.0,0.0728057999999999,15.0,20.48,18.89,270626.0,5730.0,274.18,57.78,1.23,54.5094,1.1605,96,73.0,1
-105.0,0.0011471999999999,7.0,0.0828711999999999,15.0,19.54,20.715,267426.0,7232.0,355.18,58.05,2.22,54.7641,2.0944,74,225.0,1
-105.0,0.0010294,7.0,0.0879123999999999,15.0,21.68,21.235,265969.0,6952.0,368.59,56.72,2.07,53.5094,1.953,66,233.0,1
-105.0,0.0009219999999999,7.0,0.0864959999999999,15.0,22.41,19.72,271075.0,6930.0,291.17,58.84,1.88,55.5094,1.7738,73,144.0,1
-105.0,0.00083,7.0,0.0865644,15.0,22.01,18.37,266049.0,5805.0,306.4,60.96,1.17,57.5094,1.1038,79,0.0,1
-105.0,0.0007484,7.0,0.0981224999999999,15.0,22.32,18.195,269698.0,7183.0,325.99,58.05,2.53,54.7641,2.387,57,0.0,1
-105.0,0.0006722,7.0,0.1047898,15.0,23.95,18.585,265969.0,6809.0,344.59,57.78,1.88,54.5094,1.7736,62,0.0,1
-105.0,0.0006001,7.0,0.1015196,15.0,13.69,18.845,269698.0,8738.0,422.8,54.87,1.68,51.7641,1.585,96,895.0,1
-105.0,0.0005404999999999,7.0,0.0926072,15.0,22.35,20.855,267426.0,6485.0,324.05,58.05,1.61,54.7641,1.519,118,55.0,1
-105.0,0.0004834,7.0,0.0918302,15.0,21.09,21.005,270546.0,6193.0,295.67,60.96,2.03,57.5094,1.9151,116,264.0,1
-105.0,0.0004348,7.0,0.0990259999999999,15.0,21.19,20.805,267426.0,6176.0,303.96,54.87,1.2,51.7641,1.1323,121,60.0,1
