RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_NumberOfPackets,DL_NumberOfPackets
-105.0,0.0204152,7.0,0.0111799999999999,11.0,8.39,16.29,61641.0,1063.0,28.02,9.81,0.5,9.2547,0.4718,1,12.0
-105.0,0.0183535,7.0,0.0099893,12.07,34.87,18.105,368807.0,10060.0,492.77,56.5,3.27,53.3019,3.0849,52,6.0
-105.0,0.0164862999999999,7.0,0.008978,13.08,31.84,18.42,363749.0,7804.0,373.14,53.86,1.78,50.8113,1.6792000000000002,51,11.0
-105.0,0.014925,7.0,0.0080679999999999,14.1,14.91,19.0,20916.0,13967.0,807.64,4.86,3.19,4.5849,3.0096,4,223.0
-105.0,0.0135,7.0,0.0078283,15.11,13.05,19.06,47318.0,8434.0,323.46,6.85,0.44,6.4624,0.4151,55,299.0
-105.08602150537637,0.0121178999999999,7.0,0.0120553,16.03,6.94,20.26,54435.0,2720.0,72.27,10.06,0.2,9.4906,0.1888,40,24.0
-106.0,0.010863,7.0,0.019667,17.05,35.24,19.48,440168.0,13989.0,858.88,63.35,2.34,59.7641,2.2076,34,15.0
-105.49,0.0097518,7.0,0.0477366,18.0,31.18,19.48,436519.0,10336.0,696.02,63.08,2.11,59.5094,1.9907,17,27.0
-105.0,0.0087888,7.0,0.1014975999999999,18.0,31.28,22.12,367301.0,11410.0,545.17,53.54,2.48,50.5094,2.3398,59,351.0
-105.0,0.00797,7.0,0.1049803999999999,17.96,17.9,17.685,82475.0,3633.0,273.92,12.43,1.44,11.726400000000002,1.3585999999999998,34,256.0
-105.0,0.0269779999999999,7.0,0.16829,16.94,13.26,19.115,80027.0,3955.0,273.03,14.01,0.52,13.2171,0.4907999999999999,18,195.0
-105.0,0.0245413,7.0,0.1871964999999999,15.87,17.29,24.32,108145.0,5504.0,211.44,17.8,2.02,16.7925,1.9056,0,92.0
-105.79,0.0571101999999999,7.0,0.1933999,14.91,11.16,23.145,78604.0,3089.0,125.66,14.44,0.83,13.6227,0.7831999999999999,59,60.0
-106.0,0.0586868,7.0,0.18531,14.0,5.0,17.755,39181.0,276.0,2.39,6.37,0.1,6.0094,0.0944,2,63.0
-106.0,0.1048819,7.0,0.1865741999999999,13.14,8.73,17.155,35025.0,4409.0,197.37,7.52,1.45,7.0944,1.368,94,70.0
-106.0,0.2223363999999999,6.54,0.1796815999999999,12.62,12.73,17.49,1892.0,8542.0,351.85,0.31,1.22,0.2925,1.1509,35,23.0
-106.0,0.3438808,6.0,0.1612078999999999,11.59,23.14,21.605,179940.0,11492.0,588.73,33.28,2.47,31.3963,2.3301000000000003,16,52.0
-106.0,0.348178,6.0,0.1449354,11.0,32.15,21.4,233800.0,9299.0,440.29,40.54,3.25,38.2452,3.0661,17,1.0
-106.0,0.3136935999999998,6.0,0.1301672000000001,11.0,23.06,20.0,82594.0,20180.0,1056.31,15.98,5.92,15.0755,5.5849,24,6.0
-110.0,0.284112,6.0,0.1169049999999999,11.0,15.04,18.985,92409.0,2972.0,132.01,15.45,0.35,14.5754,0.3303999999999999,23,254.0
-110.0,0.257846,6.0,0.1051058999999999,11.0,28.37,20.58,69467.0,8081.0,354.61,13.58,4.11,12.8113,3.8776,29,55.0
-110.0,0.2315786,6.0,0.0943943,11.0,17.4,22.015,86801.0,6163.0,293.96,18.08,2.44,17.0566,2.302,14,74.0
-110.0,0.2106516000000001,6.0,0.0876113,11.0,11.04,15.855,72906.0,1723.0,76.76,11.09,0.2,10.4622,0.1888,26,64.0
-110.0,0.2245439999999999,6.0,0.0814879999999999,10.48,7.81,20.48,68747.0,5548.0,530.42,14.39,2.78,13.5755,2.6232,22,34.0
-110.0,0.2438114999999999,6.0,0.0731803999999999,10.0,10.89,21.52,101254.0,7538.0,301.48,19.99,1.97,18.8585,1.8587,26,67.0
-110.42,0.2576786,6.0,0.0696199999999999,10.0,20.21,17.18,75609.0,1241.0,55.86,11.66,0.31,11.0,0.2925,16,53.0
-111.0,0.3268139999999999,6.0,0.0642607999999999,10.0,18.36,18.175,72631.0,6739.0,308.55,14.89,3.16,14.0472,2.9812,30,54.0
-111.0,0.3987275,6.0,0.0620339999999999,10.0,8.18,18.335,79428.0,3122.0,141.32,15.9,0.46,15.0,0.434,15,55.0
-111.0,0.462185,6.0,0.0557232,10.0,20.7,18.595,87285.0,3743.0,172.7,16.19,1.3,15.273599999999998,1.2265,22,54.0
-111.0,0.5168276,6.0,0.05076,10.0,13.49,20.375,67175.0,2379.0,105.71,11.66,1.13,11.0,1.0661,20,55.0
-111.0,0.5568112,6.0,0.0485248,10.44,11.85,21.235,80611.0,5277.0,226.18,15.33,1.06,14.4623,1.0,20,57.0
-111.97849462365592,0.5550936,6.0,0.0435777999999999,11.46,23.08,20.96,107880.0,4956.0,223.51,17.49,0.23,16.5,0.217,17,59.0
-112.0,0.51717,6.0,0.0411099999999999,12.0,11.99,19.855,23490.0,2246.0,98.28,4.21,1.77,3.9717,1.6698000000000002,7,59.0
-112.0,0.51717,6.0,0.0386850999999999,12.59,5.0,12.25,0.0,193.0,0.0,0.0,0.0,0.0,0.0,59,28.0
-112.0,0.4747595999999998,6.0,0.034743,13.61,15.29,15.205,125627.0,9226.0,439.07,23.75,1.36,22.4056,1.2831,35,91.0
-112.0,0.4314757999999999,6.0,0.0339324,14.62,9.05,19.855,8078.0,6799.0,317.68,3.33,0.64,3.1415999999999995,0.6038,14,0.0
-111.6,0.3870736,6.0,0.0419679999999999,15.64,28.63,19.22,376070.0,11338.0,597.22,62.58,3.46,59.0377,3.2641000000000004,21,0.0
-111.0,0.3532627,6.0,0.0520186,16.0,9.47,20.115,88855.0,4339.0,157.83,18.66,0.48,17.6037,0.4529999999999999,25,87.0
-111.0,0.3189519999999999,6.0,0.0548192,16.0,7.44,21.485,48955.0,1904.0,54.94,8.9,0.76,8.3962,0.7170000000000001,18,11.0
-111.0,0.2879722000000001,6.0,0.0509656999999999,16.69,9.42,21.335,106260.0,2254.0,96.52,19.96,0.48,18.8301,0.4529999999999999,15,247.0
-111.0,0.2616496,6.0,0.063319,17.0,11.96,21.715,85327.0,3533.0,171.08,13.75,0.34,12.9717,0.3208999999999999,7,63.0
-111.0,0.2342477999999999,6.0,0.0727934,17.0,13.28,21.935,79817.0,3770.0,153.86,16.21,1.25,15.2924,1.1794,20,34.0
-111.0,0.2143837999999999,6.0,0.081406,17.0,10.65,21.115,78948.0,3307.0,127.65,15.59,0.22,14.7075,0.2075999999999999,21,61.0
-110.66666666666669,0.1955528000000001,6.0,0.0795349999999999,17.0,10.74,20.935,82643.0,2924.0,143.28,13.42,0.7,12.6603,0.6605,17,69.0
-109.47,0.174918,6.0,0.0839903,17.0,8.96,19.355,81384.0,2475.0,92.38,14.65,0.65,13.8207,0.6134,35,60.0
-109.0,0.1583948,6.0,0.0931576,17.0,13.5,18.915,87283.0,3188.0,138.73,16.06,0.05,15.1509,0.0472,12,55.0
-109.0,0.1412419999999999,6.0,0.093945,17.0,22.1,17.83,97087.0,3179.0,153.53,19.33,1.35,18.2358,1.2736,14,57.0
-109.0,0.1290929999999999,6.0,0.084372,17.0,9.23,20.96,76532.0,2322.0,104.71,16.12,0.7,15.2075,0.6605,22,57.0
-109.0,0.1167720999999999,6.0,0.0840798,17.0,12.7,22.235,85945.0,4190.0,146.11,16.47,1.25,15.5378,1.1793,13,61.0
-109.0,0.1044565,6.0,0.0856836,17.0,8.19,23.195,94761.0,2034.0,63.36,21.1,0.89,19.9055,0.8397,17,67.0
-109.0,0.0940097999999999,6.0,0.0871278,17.0,11.57,21.18,75553.0,3307.0,157.54,13.79,0.95,13.0094,0.8964,18,23.0
-109.0,0.0846965999999999,6.0,0.095838,17.0,11.78,19.425,83512.0,3477.0,135.42,13.34,0.69,12.5848,0.6511999999999999,17,89.0
-109.0,0.07762,6.0,0.1094017,17.0,7.9,20.665,38327.0,1912.0,66.3,5.94,0.2,5.6038,0.1888,2,46.0
-109.0,0.0698136,6.0,0.1158574,17.0,23.58,20.275,84793.0,9665.0,467.84,15.97,2.65,15.0661,2.5,64,49.0
-109.0,0.0623768,6.0,0.1173315,17.0,6.2,20.54,75809.0,4494.0,198.19,13.04,0.74,12.3019,0.6982,22,81.0
-109.0,0.0561938,6.0,0.1156464,17.0,16.3,20.185,250473.0,8521.0,390.57,43.64,1.95,41.169700000000006,1.8397,2,27.0
-109.78494623655914,0.0503701,6.11,0.1105766,17.0,7.1,20.33,94960.0,1781.0,61.34,15.71,0.4,14.820799999999998,0.3776,20,60.0
-110.0,0.0453809999999999,7.0,0.1193709999999999,17.0,9.7,20.625,79774.0,2866.0,109.18,14.3,0.3,13.4908,0.2832,30,1.0
-110.0,0.0411264,7.0,0.1305241999999999,17.0,9.65,21.72,44049.0,2769.0,114.27,8.0,0.17,7.5473,0.1604,27,186.0
-110.0,0.0368696,7.0,0.1325487,17.0,8.58,22.735,113685.0,2836.0,90.64,17.73,1.04,16.7265,0.9813,18,75.0
-110.0,0.0334099999999999,7.0,0.135417,17.0,8.26,20.15,49683.0,2040.0,87.58,6.14,0.42,5.7926,0.3964,19,59.0
-110.0,0.0301701999999999,7.0,0.1371731,17.0,7.45,19.695,102532.0,1773.0,62.22,20.19,0.3,19.0474,0.2832,22,56.0
-110.0,0.02707,7.0,0.1326388,17.0,10.4,19.85,96886.0,2940.0,140.84,18.54,1.1,17.4908,1.0378,21,59.0
-110.0,0.0247123,7.0,0.127758,17.0,7.87,19.125,40736.0,2343.0,57.72,6.1,0.55,5.7549,0.519,17,54.0
-110.0,0.0220908,7.0,0.1224923999999999,17.0,8.98,20.94,115804.0,2708.0,124.03,23.47,1.36,22.1418,1.2832,22,52.0
-110.0,0.0201242,7.0,0.1260518,17.0,11.85,18.655,78447.0,3619.0,136.25,13.99,0.1,13.1984,0.0944,6,27.0
-110.0,0.0180555,7.0,0.116372,17.0,10.45,19.185,94904.0,2480.0,104.77,16.57,0.52,15.6323,0.4907999999999999,33,89.0
-110.0,0.016336,7.0,0.1272854999999999,17.0,9.56,19.36,69790.0,2618.0,120.26,13.89,0.64,13.1039,0.604,25,54.0
-110.0,0.014716,7.0,0.1298816,17.0,9.89,20.12,84669.0,2712.0,100.37,14.76,0.82,13.9247,0.7736,10,39.0
-111.0,0.0120399999999999,7.0,0.127115,17.0,10.2,20.815,112505.0,2649.0,142.66,16.86,0.87,15.9059,0.8209000000000001,2,74.0
-111.0,0.0108379999999999,7.0,0.1388199999999999,17.0,7.84,20.45,86341.0,2109.0,59.01,14.12,0.35,13.3209,0.3303999999999999,16,54.0
-111.0,0.0098915,7.0,0.1384088,17.0,10.09,21.755,45892.0,5612.0,242.01,9.02,0.66,8.5097,0.6229,30,58.0
-111.0,0.0088984999999999,7.0,0.1357087999999999,17.0,7.82,20.98,35648.0,4514.0,201.44,6.5,1.57,6.1322,1.4813,2,60.0
-111.0,0.0079714999999999,7.0,0.1423496,17.0,15.97,26.205,235937.0,9152.0,449.05,40.95,1.33,38.6328,1.2548,21,53.0
-111.0,0.0072219999999999,7.0,0.1380669,17.0,21.57,18.45,87023.0,4346.0,300.9,15.02,1.48,14.1699,1.3962,23,60.0
-111.0,0.0649471,7.0,0.13233,17.0,6.61,17.76,65750.0,459.0,18.98,10.35,0.2,9.7644,0.1888,2,28.0
-111.0,0.144095,6.5,0.165253,16.27,21.23,17.945,91759.0,3984.0,178.13,12.72,2.22,12.0,2.0944,48,58.0
-111.0,0.2232846,6.0,0.167673,15.45,19.55,18.295,62212.0,5681.0,257.1,12.33,1.71,11.632,1.6133000000000002,36,10.0
-111.0,0.2934936,6.0,0.1553781,15.0,14.23,18.175,85900.0,4159.0,181.03,15.25,2.4,14.3868,2.2642,2,179.0
-111.0,0.3786822,6.0,0.14372,15.0,5.0,18.025,81274.0,228.0,1.24,12.07,0.0,11.3868,0.0,37,60.0
-111.0,0.4446928,6.0,0.1294937,15.0,12.12,19.185,83582.0,5637.0,240.62,16.58,1.84,15.6415,1.736,41,58.0
-110.79591836734694,0.559603,6.0,0.132772,15.0,8.18,18.82,95738.0,1922.0,63.85,15.9,0.27,15.0,0.2547999999999999,37,30.0
-110.0,0.6001139999999999,6.0,0.1305647999999999,15.0,7.31,19.665,99087.0,1989.0,59.64,15.61,0.55,14.726400000000002,0.519,47,77.0
-110.0,0.6312973000000001,6.0,0.1267187,14.83,9.35,18.475,67925.0,3709.0,146.73,11.44,2.18,10.7924,2.0566,1,57.0
-110.0,0.6631402999999999,6.0,0.11602,14.0,10.29,20.095,71654.0,874.0,33.41,13.11,0.26,12.3679,0.2452999999999999,54,64.0
-110.0,0.6960102000000004,6.0,0.1068481,14.0,12.62,17.845,92190.0,2660.0,89.61,15.9,1.27,15.0,1.1982000000000002,34,49.0
-110.0,0.7364058,6.0,0.1021132,14.0,12.23,17.5,70887.0,4108.0,155.95,12.91,0.2,12.1793,0.1886999999999999,9,36.0
-110.0,0.7594831999999999,6.0,0.09397,14.0,7.61,18.475,90269.0,1146.0,41.97,16.59,0.49,15.6509,0.4624,33,84.0
-110.0,0.7787461999999998,6.0,0.0956494,14.0,8.42,17.68,93152.0,4831.0,187.59,16.72,2.23,15.773599999999998,2.1038,42,51.0
-110.0,0.7973621999999998,6.0,0.09708,14.0,5.24,18.225,61139.0,345.0,2.85,12.4,0.15,11.6981,0.1416,18,53.0
-110.0,0.8222788000000001,6.0,0.0886322999999999,14.0,10.57,19.355,50347.0,2124.0,89.97,10.04,1.41,9.4717,1.3302,3,43.0
-110.0,0.8546400000000004,6.0,0.0813394,14.0,8.0,20.53,35372.0,5243.0,258.4,5.55,0.86,5.2359,0.8115000000000001,7,74.0
-106.0,0.1,1.08,0.0999999999999999,6.66,4.7,28.575,0.0,297.0,11.67,0.0,0.8,0.0,0.755,5,52.0
-105.02,0.0999999999999999,9.0,0.1153999999999999,9.0,5.6,24.99,90.0,150.0,5.28,0.21,0.0,0.1981,0.0,31,58.0
-104.0,0.0999999999999999,9.0,0.11052,9.0,5.0,23.25,0.0,116.0,0.0,0.0,0.0,0.0,0.0,32,30.0
-103.47,0.0999999999999999,9.0,0.099252,9.0,5.0,21.845,0.0,140.0,2.12,0.0,0.0,0.0,0.0,36,36.0
-103.0,0.114735,0.09,0.0890351999999999,9.0,10.55,22.76,114.0,921.0,45.82,0.1,0.9,0.0944,0.8492000000000001,4,25.0
-103.0,0.103293,0.0,0.0881447999999999,9.0,7.91,23.155,131.0,2904.0,176.68,0.26,1.0,0.2453,0.9434,28,28.0
-102.6,0.0931499999999999,0.0,0.0930199999999999,9.0,12.25,20.545,21.0,858.0,24.81,0.0,0.37,0.0,0.3490999999999999,41,144.0
-102.0,0.0931499999999999,0.0,0.08651,9.0,5.0,20.325,0.0,106.0,0.0,0.0,0.05,0.0,0.0472,19,59.0
-102.0,0.0931499999999999,0.0,0.0777701999999999,9.0,5.0,21.84,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0,4.0
-102.0,0.0879308,0.0,0.0697677999999999,9.0,6.2,22.815,42.0,381.0,9.55,0.05,0.05,0.0472,0.0472,7,81.0
-102.0,0.0789696,0.0,0.0636064,9.0,5.0,23.0,420.0,46.0,0.0,0.1,0.0,0.0943,0.0,37,51.0
-102.0,0.072057,0.0,0.0568819999999999,9.0,7.41,22.685,4365.0,2055.0,89.93,9.09,0.1,8.5754,0.0944,10,66.0
-102.0,0.0643112999999999,0.0,0.0510249999999999,9.71,17.41,20.625,9676.0,11555.0,724.06,18.39,3.36,17.349,3.1698000000000004,38,79.0
-102.0,0.0584272,0.0,0.0458238,10.73,19.75,20.71,5759.0,10766.0,333.57,15.1,2.58,14.2453,2.434,4,50.0
-102.0,0.0524699999999999,0.46,0.0411525,11.75,10.41,22.195,3467.0,3843.0,150.64,5.36,1.44,5.0567,1.3585999999999998,26,84.0
-102.0,0.0485595,1.19,0.03696,12.77,8.98,21.825,829.0,4012.0,158.41,0.65,0.68,0.6132,0.6418,46,60.0
-102.0,0.0441939999999999,2.08,0.0333686,13.74,6.65,20.175,3346.0,1577.0,32.51,2.48,0.63,2.3397,0.5945,26,46.0
-102.0,0.0395787,3.13,0.0360345,14.81,7.45,23.185,1128.0,1802.0,52.45,0.69,0.49,0.6509999999999999,0.4624,6,87.0
-102.73033707865169,0.03609,4.0,0.043134,15.59,5.0,18.505,106.0,396.0,6.37,0.26,0.0,0.2452,0.0,31,50.0
-103.0,0.0326244,4.0,0.0715794,16.0,13.45,19.7,4875.0,1778.0,83.32,2.27,0.65,2.1416,0.6134,38,57.0
-103.0,0.0294574999999999,4.93,0.101762,16.0,20.57,17.18,2737.0,5394.0,352.03,1.19,2.51,1.1228,2.3680000000000003,6,74.0
-103.0,0.0262574,6.02,0.1137564,16.0,20.91,21.205,4595.0,4988.0,336.33,0.25,2.42,0.236,2.2832,32,49.0
-102.27,0.02368,7.0,0.1335271,16.0,7.81,22.32,2724.0,1488.0,35.21,0.73,0.15,0.6888,0.1416,32,33.0
-102.0,0.02368,7.0,0.1360004,16.0,5.0,20.845,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,3,17.0
-102.0,0.02368,7.0,0.122144,15.62,5.0,20.5,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,0,1.0
-102.0,0.0230638,7.0,0.109698,14.6,5.0,20.63,177.0,255.0,0.0,0.05,0.05,0.0472,0.0472,2,57.0
-102.0,0.02131,7.0,0.0995504,13.68,5.0,21.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,2,61.0
-102.0,0.02131,7.0,0.0894115999999999,12.66,5.0,23.1,0.0,193.0,0.0,0.0,0.0,0.0,0.0,29,60.0
-102.0,0.02131,7.0,0.0803012,11.64,5.0,25.6,0.0,209.0,0.0,0.0,0.0,0.0,0.0,25,68.0
-102.0,0.0204367,7.0,0.0721237999999999,10.62,5.0,20.5,177.0,209.0,0.0,0.0,0.0,0.0,0.0,37,82.0
-102.0,0.01918,7.0,0.0674799999999999,10.0,5.0,19.94,177.0,46.0,0.0,0.05,0.0,0.0472,0.0,16,60.0
-103.0,0.01918,7.0,0.0411246999999999,9.0,5.0,18.83,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,26,51.0
-103.0,0.018892,7.0,0.0369346,9.0,6.04,30.345,420.0,1777.0,68.05,0.1,0.2,0.0944,0.1888,32,34.0
-103.0,0.0171043,7.0,0.0331675,9.75,6.6,20.34,2066.0,903.0,26.5,0.44,0.31,0.4152,0.2925999999999999,26,1.0
-103.0,0.0153595,7.0,0.0297905999999999,10.77,5.33,21.2,7032.0,1995.0,81.66,2.71,0.3,2.5567,0.2830999999999999,7,64.0
-103.0,0.01398,7.0,0.0267510999999999,11.79,11.7,20.89,688.0,3617.0,157.79,0.1,0.35,0.0944,0.3303999999999999,32,71.0
-103.0,0.012804,7.0,0.0241303,12.77,5.0,21.0,511.0,149.0,0.33,0.05,0.05,0.0472,0.0472,43,69.0
-103.0,0.0123027999999999,7.0,0.0220196,12.36,5.43,23.195,26201.0,799.0,29.56,4.64,0.3,4.3773,0.283,22,61.0
-103.0,0.0109809999999999,7.0,0.0198829,12.61,13.14,21.565,51411.0,2793.0,106.45,8.02,1.26,7.5661,1.1889,32,74.0
-103.6741573033708,0.0098635999999999,7.0,0.0177611999999999,13.68,12.81,21.59,110693.0,6319.0,241.91,17.86,2.58,16.8491,2.434,10,72.0
-104.0,0.0088606,7.0,0.0159359,14.71,23.01,20.17,228517.0,9130.0,438.61,33.07,2.15,31.198,2.0284,40,67.0
-104.0,0.0079612,7.0,0.0143085,15.73,17.01,21.845,262149.0,5267.0,253.14,46.26,1.31,43.6417,1.236,29,77.0
-104.0,0.0071487999999999,7.0,0.0172649999999999,16.75,9.68,21.795,90964.0,2656.0,108.25,39.76,0.47,37.5094,0.4435,20,55.0
-104.0,0.006422,7.0,0.0272373,17.77,12.3,21.795,91332.0,3015.0,194.21,43.21,0.75,40.7641,0.7077,32,56.0
-104.0,0.0057679999999999,7.0,0.0702795,18.0,11.97,20.5,107352.0,3277.0,171.86,42.94,0.79,40.5094,0.7453,37,62.0
-104.0,0.0051725,7.0,0.1149200999999999,18.0,17.87,19.875,277060.0,5724.0,323.97,59.56,1.36,56.1886,1.2831,5,69.0
-104.0,0.0046444,7.0,0.1294411,18.0,18.11,21.06,322317.0,5050.0,384.09,57.25,1.36,54.0095,1.2831,41,60.0
-104.0,0.0041744,7.0,0.1652075999999999,17.24,26.57,19.3,436024.0,9082.0,512.13,59.82,2.39,56.4337,2.2547,10,32.0
-104.0,0.0037459999999999,7.0,0.171507,16.22,19.71,21.295,239200.0,5755.0,290.03,47.27,1.53,44.5946,1.4435,0,4.0
-104.0,0.0033645,7.0,0.183276,15.2,6.87,21.875,93430.0,2306.0,55.21,42.34,0.4,39.9434,0.3776,0,0.0
-104.0,0.0030208,7.0,0.1757979999999999,14.18,10.84,20.41,94133.0,2352.0,101.23,37.91,0.62,35.7641,0.585,17,4.0
-104.15730337078652,0.0027117999999999,7.0,0.158866,13.16,10.33,19.805,110026.0,2628.0,100.88,42.94,0.73,40.5094,0.6887000000000001,44,72.0
-106.0,0.0024339999999999,7.0,0.1432897999999999,13.0,12.76,19.415,102359.0,2552.0,124.63,46.12,0.54,43.5094,0.5094,7,82.0
-106.0,0.0021874,7.0,0.1279844,13.0,12.23,20.84,101431.0,2837.0,103.04,38.97,1.29,36.7641,1.217,33,69.0
-106.0,0.0019634999999999,7.0,0.1149285,13.0,10.54,20.635,106858.0,2586.0,100.23,46.26,0.4,43.6416,0.3773999999999999,44,27.0
-106.0,0.0017627,7.0,0.1086293999999999,13.0,8.11,21.785,101431.0,1777.0,58.94,42.94,0.64,40.5094,0.604,5,20.0
-106.0,0.0015827,7.0,0.0979031999999999,13.0,15.17,19.15,102808.0,3463.0,196.32,46.39,1.35,43.7641,1.2737,48,68.0
-106.0,0.0014219999999999,7.0,0.0878272999999999,13.0,13.85,19.84,105080.0,3562.0,100.75,44.0,1.08,41.5094,1.0189,3,67.0
-105.96,0.0012763999999999,7.0,0.0789499999999999,13.0,10.21,21.375,112136.0,2332.0,84.22,36.85,0.62,34.7641,0.5849,29,70.0
-105.0,0.0011475999999999,7.0,0.071058,13.0,11.04,20.18,104918.0,2339.0,96.38,41.34,0.89,39.0,0.8397,38,68.0
-105.0,0.0010252,7.0,0.0633739999999999,13.0,10.98,19.425,103736.0,2327.0,96.71,48.51,0.76,45.7641,0.7170000000000001,32,55.0
-105.0,0.0009179999999999,7.0,0.0569174999999999,13.0,11.71,19.435,105000.0,2537.0,101.58,45.33,1.01,42.7641,0.9528,33,59.0
-105.0,0.0008244,7.0,0.0511265999999999,13.13,13.09,21.255,106457.0,3189.0,137.35,44.0,0.99,41.5094,0.934,4,70.0
-105.0,0.0007411999999999,7.0,0.0477959999999999,14.0,11.05,20.825,108729.0,2910.0,123.44,43.73,1.4,41.2547,1.3207999999999998,54,55.0
-105.0,0.0006676999999999,7.0,0.0534789999999999,14.18,9.22,18.305,100054.0,2252.0,93.45,42.15,0.79,39.7641,0.7454,26,69.0
-105.0,0.0005963,7.0,0.050252,15.0,12.73,20.01,231560.0,3501.0,163.85,51.69,0.83,48.76390000000001,0.7831999999999999,31,58.0
-104.77,0.0005342,7.0,0.0552991999999999,15.0,23.05,20.195,395520.0,8455.0,408.36,63.87,1.18,60.2545,1.1134,13,65.0
-104.0,0.0004825,7.0,0.0542455999999999,15.0,23.87,18.76,448010.0,7702.0,359.55,62.88,1.85,59.320600000000006,1.7454999999999998,22,60.0
-104.0,0.0004309999999999,7.0,0.0534355,15.0,21.45,19.96,216294.0,5415.0,245.94,50.07,1.78,47.2362,1.6793,10,71.0
-104.0,0.0003892,7.0,0.0623771,15.0,6.7,21.105,92705.0,2024.0,57.64,43.08,0.53,40.6414,0.5001,0,57.0
