RSRP,DL_BLER,DL_MCS,UL_BLER,UL_MCS,UL_NPRB,UL_SNR,TX_Bytes,RX_Bytes,Estimated_UL_Buffer,PRBs_DL_Current,PRBs_UL_Current,PRB_Utilization_DL,PRB_Utilization_UL,UL_NumberOfPackets,DL_NumberOfPackets
-95.0,0.0140049999999999,6.67,0.0090704,13.13,15.34,21.27,71550.0,6260.0,311.28,10.94,4.53,10.3207,4.2737,76,0.0
-95.58064516129032,0.013692,7.0,0.0081123,14.19,23.51,20.68,433884.0,9422.0,419.95,64.22,3.17,60.5849,2.9905,54,0.0
-96.76,0.0127625999999999,7.0,0.0083892,15.21,31.32,19.15,440088.0,9122.0,434.22,62.56,2.67,59.0188,2.5189,5,0.0
-97.0,0.0114723999999999,7.0,0.0128960999999999,16.23,31.64,19.58,434247.0,8735.0,616.84,64.41,3.91,60.7641,3.6889,74,0.0
-97.4,0.0103064,7.0,0.0215099999999999,17.25,32.77,20.12,288024.0,17437.0,753.55,42.4,3.13,40.0,2.9529,94,0.0
-98.0,0.0093632999999999,7.0,0.0438961999999999,18.0,13.29,20.26,37678.0,7624.0,395.67,7.2,0.88,6.7926,0.8303,68,0.0
-98.0,0.0181765999999999,7.0,0.0747557,18.0,11.97,21.56,160717.0,3500.0,198.69,24.79,0.63,23.3868,0.5943999999999999,30,7.0
-98.0,0.0232624,7.0,0.1212959999999999,18.0,24.65,22.865,440168.0,7981.0,387.06,64.14,1.26,60.5094,1.1887,11,7.0
-98.0,0.0208928,7.0,0.1262005,18.0,37.0,19.0,432870.0,8161.0,684.12,63.87,3.49,60.2547,3.2926,28,15.0
-98.0,0.0187834999999999,7.0,0.1496971999999999,17.67,26.54,19.1,436519.0,8720.0,447.62,64.41,3.06,60.7641,2.8869,18,8.0
-98.0,0.0168673,7.0,0.1672209999999999,16.65,20.4,19.785,225026.0,9000.0,429.32,33.66,1.32,31.7547,1.2454,9,4.0
-98.0,0.0154223999999999,7.0,0.1706351999999999,15.68,15.83,19.735,2181.0,5580.0,306.72,1.15,1.54,1.085,1.453,17,243.0
-98.54,0.0137493999999999,7.0,0.17796,14.62,16.61,21.335,401406.0,5868.0,255.95,59.11,2.2,55.7641,2.0756,3,394.0
-99.0,0.0123615999999999,7.0,0.1598299999999999,14.0,23.81,18.74,440088.0,6846.0,315.41,65.2,2.29,61.5094,2.1605000000000003,0,216.0
-100.0,0.0110983999999999,7.0,0.1472024,14.0,24.65,21.355,369509.0,32624.0,2062.81,54.99,11.93,51.8774,11.2548,27,268.0
-100.0,0.0108746,7.0,0.1399916,14.0,11.7,20.2,124204.0,5636.0,251.42,18.24,0.43,17.2077,0.4058,66,32.0
-100.0,0.0103749999999999,7.0,0.1292215999999999,14.0,8.19,20.77,74875.0,1855.0,60.95,11.48,0.54,10.8303,0.5096,13,3.0
-100.0,0.012586,7.0,0.1200572,14.0,11.79,22.045,100489.0,3023.0,137.36,18.58,1.39,17.528299999999998,1.3116,22,270.0
-100.26,0.0152939999999999,7.0,0.1154799999999999,14.0,10.95,22.64,89935.0,2833.0,92.5,15.57,0.51,14.6887,0.4812999999999999,31,359.0
-101.0,0.0144299999999999,7.0,0.1070392,14.0,8.8,21.75,38767.0,2056.0,65.61,6.57,0.8,6.198199999999999,0.7548,22,258.0
-101.0,0.0130476,7.0,0.0961336,14.0,14.98,17.46,85579.0,6198.0,284.73,11.28,3.03,10.6415,2.8586,12,221.0
-101.91,0.0408288,7.0,0.0952951999999999,14.0,6.24,16.57,885.0,3619.0,163.34,0.05,0.47,0.0472,0.4435,24,25.0
-102.0,0.101892,7.0,0.0953169999999999,14.0,5.0,15.505,45277.0,193.0,0.0,7.03,0.0,6.6321,0.0,19,93.0
-102.0,0.1728886,6.38,0.085516,4.34,11.11,23.42,198852.0,1980.0,1620.1,33.69,11.74,31.783,11.0764,19,366.0
-102.77,0.177827,6.0,0.0768016,0.0,40.06,21.31,222203.0,4825.0,317.06,35.73,19.33,33.7075,18.236,25,293.0
-103.99,0.1610751,6.0,0.0689776,0.0,29.4,20.315,73484.0,1638.0,146.69,12.78,9.97,12.0566,9.4057,17,70.0
-107.08602150537637,0.1455844999999999,6.0,0.065492,0.0,25.69,20.04,82913.0,3036.0,114.44,16.47,5.77,15.5377,5.443300000000001,12,113.0
-111.0,0.1314428,6.0,0.0629624,0.0,24.93,19.725,91754.0,3042.0,157.99,15.58,12.57,14.6981,11.8588,32,44.0
-111.0,0.117926,6.0,0.0565449999999999,0.0,27.49,18.135,74500.0,2308.0,111.24,14.9,5.33,14.056500000000002,5.0284,11,56.0
-111.0,0.1064704,6.0,0.0507827999999999,0.52,12.58,22.625,78907.0,1913.0,93.85,12.5,5.84,11.7924,5.5098,32,79.0
-111.0,0.1070604999999999,6.0,0.0456071999999999,1.54,27.94,18.185,95458.0,3659.0,205.68,16.79,5.89,15.8397,5.556699999999999,15,46.0
-111.0,0.1271606999999999,6.0,0.0409596,2.56,17.18,18.2,76549.0,2737.0,125.12,15.35,1.07,14.4812,1.0095999999999998,17,25.0
-111.93,0.1363887999999999,6.0,0.036788,3.58,12.01,20.79,73342.0,2246.0,102.75,12.84,1.05,12.1131,0.9908,0,2.0
-112.0,0.1221154,6.0,0.0330379999999999,4.6,16.62,21.95,86868.0,1780.0,75.87,16.29,0.8,15.368,0.7549000000000001,44,130.0
-112.0,0.1112723,6.0,0.0296707999999999,5.62,10.63,19.645,126181.0,2014.0,103.15,24.31,1.12,22.9338,1.0567,25,64.0
-112.0,0.1006532,6.0,0.0266459999999999,6.64,18.14,19.48,10856.0,4730.0,221.65,3.03,2.26,2.8585000000000003,2.1322,19,120.0
-112.0,0.09206,6.0,0.0239304,7.66,18.92,21.94,125534.0,3666.0,168.71,21.69,1.66,20.4623,1.5661,34,51.0
-112.0,0.0834119,6.0,0.0214892,8.68,18.06,19.265,97949.0,3659.0,179.88,16.94,1.14,15.9811,1.0756,6,57.0
-112.0,0.07457,6.0,0.019301,9.7,9.68,17.97,69491.0,3112.0,120.62,14.33,0.61,13.5188,0.5756999999999999,25,63.0
-112.0,0.0736003999999999,6.0,0.0173522999999999,10.71,15.22,19.56,93147.0,3023.0,126.75,14.89,2.2,14.0471,2.0757,11,52.0
-112.0,0.0740622,6.0,0.0155836,11.73,13.84,19.875,35448.0,7669.0,390.53,5.72,2.69,5.3963,2.5378,24,55.0
-112.0,0.0670605,6.0,0.0148884,12.16,5.36,36.555,83268.0,497.0,27.4,16.32,0.15,15.3962,0.1416,9,66.0
-112.0,0.0600866999999999,6.0,0.0133751999999999,13.18,21.55,19.81,127475.0,5386.0,230.19,21.95,1.38,20.7075,1.3021,5,54.0
-112.94,0.12379,6.0,0.0132936,14.19,11.09,21.795,130240.0,2307.0,95.22,22.76,0.73,21.4718,0.6888,21,51.0
-113.0,0.1529646,6.0,0.0238168,15.0,10.24,20.695,99167.0,2495.0,129.49,15.9,0.45,15.0,0.4246,47,60.0
-113.0,0.2055196,6.0,0.0559207999999999,15.0,11.36,21.665,105685.0,3235.0,129.69,19.22,0.69,18.1319,0.6511999999999999,9,60.0
-113.0,0.1961679999999998,6.0,0.0598499999999999,15.0,8.52,17.88,83007.0,2096.0,73.12,17.83,1.17,16.8207,1.104,17,37.0
-113.0,0.1782421999999999,6.0,0.0712334,15.0,10.59,23.565,80803.0,3183.0,125.2,16.07,1.25,15.1603,1.1793,33,87.0
-113.0,0.158894,6.0,0.0698648,15.0,9.49,23.555,79942.0,2228.0,84.85,16.4,0.25,15.4715,0.236,23,56.0
-113.0,0.1493921999999999,6.0,0.07128,15.0,6.75,24.09,72466.0,1441.0,41.24,14.03,0.25,13.2357,0.236,32,59.0
-113.0,0.1379871999999999,6.0,0.0829799999999999,15.0,8.99,21.415,80892.0,823.0,31.4,11.69,0.52,11.0282,0.4906,23,60.0
-113.6236559139785,0.1553582,6.0,0.0770039999999999,15.0,21.83,24.97,67552.0,2920.0,247.67,13.2,1.93,12.4528,1.8207,18,33.0
-115.0,0.2396635999999999,6.0,0.0895689999999999,15.0,18.73,37.02,94157.0,7046.0,332.24,12.1,0.42,11.4151,0.3963,11,1.0
-115.0,0.2906499999999999,6.0,0.1128799,15.0,12.46,23.48,72193.0,3278.0,128.75,14.79,0.35,13.9529,0.3303999999999999,0,190.0
-115.0,0.2703079999999999,6.0,0.10549,15.0,5.0,15.22,46033.0,228.0,2.46,6.13,0.15,5.783,0.1416,13,24.0
-115.0,0.3044659999999999,6.0,0.1139005,15.0,19.4,17.06,85621.0,4678.0,255.64,17.01,2.78,16.0472,2.6227,24,83.0
-115.0,0.3667535999999998,6.0,0.1329216,15.0,9.58,20.425,96030.0,2670.0,108.58,15.9,0.81,15.0,0.7643,29,58.0
-115.0,0.4372872000000001,6.0,0.1385874,15.0,9.76,18.805,99231.0,2249.0,117.56,15.9,0.85,15.0,0.8019,26,27.0
-115.0,0.4959580000000002,6.0,0.1494345,15.0,8.95,27.105,111939.0,2203.0,96.27,17.08,0.9,16.1132,0.8492000000000001,35,79.0
-115.0,0.5061887,6.0,0.1475899999999999,15.0,8.42,30.015,46676.0,2588.0,107.18,8.1,0.65,7.6414,0.6133,17,65.0
-115.0,0.4679559999999998,6.0,0.1391599999999999,15.0,14.02,18.59,35376.0,4736.0,266.92,6.3,0.54,5.9435,0.5096,37,45.0
-115.0,0.4891267999999998,6.0,0.1486199999999999,15.0,6.92,17.87,5941.0,3523.0,134.96,2.09,1.38,1.9717,1.3019999999999998,30,50.0
-115.0,0.5419733000000001,6.0,0.1564927999999999,14.48,36.39,16.255,92495.0,1266.0,51.9,16.0,0.05,15.0943,0.0472,24,59.0
-115.0,0.586043,6.0,0.1549148,13.46,51.46,15.81,81066.0,4482.0,184.64,14.0,0.18,13.2074,0.1697999999999999,28,59.0
-115.76344086021506,0.6263893999999998,6.0,0.1420772,13.0,6.2,19.2,99072.0,3763.0,158.91,14.84,0.76,14.0,0.7170000000000001,34,57.0
-116.0,0.662776,6.0,0.1276073999999999,13.0,9.65,22.89,92829.0,2149.0,90.99,16.96,0.59,16.0,0.5567,21,51.0
-116.0,0.6706550000000001,6.0,0.116712,13.0,11.76,22.695,136511.0,3080.0,119.65,22.74,1.05,21.4525,0.9906,17,55.0
-116.0,0.6410005999999998,6.0,0.1126444,13.0,11.11,17.085,98080.0,2166.0,104.89,16.8,1.31,15.849,1.2358,42,61.0
-115.22,0.6499351,6.0,0.1077082,13.0,7.05,17.9,131699.0,5891.0,275.04,22.8,1.72,21.5094,1.6227,16,60.0
-115.0,0.6559240000000002,6.0,0.1012314999999999,13.0,11.65,22.04,114114.0,3699.0,164.69,18.19,2.09,17.1601,1.9718,27,61.0
-115.0,0.6247071999999999,6.0,0.1005904,13.0,14.08,16.555,74780.0,2998.0,140.48,15.5,0.14,14.6224,0.1321,22,39.0
-115.0,0.5868795999999998,6.0,0.0955033999999999,13.0,10.48,20.195,95704.0,2448.0,95.66,20.19,0.57,19.0469,0.5378,11,39.0
-115.0,0.5287925000000001,6.0,0.085864,13.0,15.05,23.895,120445.0,3655.0,176.04,27.53,1.92,25.9713,1.8113,12,18.0
-115.0,0.4754187999999999,6.0,0.0801632999999999,13.0,7.4,34.315,72861.0,2200.0,70.9,15.54,0.37,14.6602,0.3490999999999999,18,34.0
-115.0,0.4278755999999999,6.0,0.0760875999999999,13.0,11.96,19.485,80207.0,5212.0,243.23,19.61,0.75,18.5,0.7075999999999999,52,54.0
-115.0,0.3834756,6.0,0.068408,13.0,14.14,18.58,112806.0,3510.0,155.51,23.32,1.65,21.9996,1.5567,46,63.0
-115.13978494623656,0.3444049999999999,6.0,0.0614384999999999,13.0,8.74,18.16,71533.0,1894.0,68.12,15.96,0.2,15.0563,0.1888,10,64.0
-116.0,0.3096387,6.0,0.055178,13.0,12.46,24.535,92074.0,3016.0,128.88,15.87,0.59,14.9714,0.5567,21,77.0
-116.0,0.2853209000000001,6.0,0.0495577999999999,13.51,10.93,18.005,80886.0,2590.0,105.47,16.78,0.68,15.8299,0.6416,23,73.0
-116.0,0.2660314999999999,6.0,0.0586388,14.0,16.49,21.915,54103.0,4809.0,258.64,12.98,1.15,12.2452,1.085,8,76.0
-116.0,0.24699,6.0,0.068608,14.0,11.78,19.035,459.0,5303.0,242.25,0.1,0.48,0.0944,0.4528999999999999,0,82.0
-116.0,0.2359501,6.0,0.0644269,14.0,8.68,16.465,127380.0,1859.0,90.76,22.35,0.83,21.0848,0.7829999999999999,0,55.0
-116.0,0.2413996000000001,6.0,0.0643667999999999,14.0,14.66,21.065,190224.0,4049.0,177.47,40.22,1.88,37.9427,1.7739000000000005,22,68.0
-116.0,0.2234028,6.0,0.0655424999999999,14.0,14.64,19.125,135716.0,3786.0,174.1,28.22,1.59,26.622200000000003,1.5003,40,65.0
-116.0,0.2058111999999999,6.0,0.0646597,14.0,6.1,21.155,88198.0,1239.0,31.93,18.7,0.25,17.6412,0.236,22,60.0
-116.0,0.1878646,6.0,0.0605064999999999,14.0,14.12,20.37,66805.0,3942.0,163.4,16.7,1.74,15.7545,1.6417,11,58.0
-116.0,0.1704665999999999,6.0,0.0543369999999999,14.0,8.8,19.67,86773.0,2154.0,72.6,18.91,0.86,17.8394,0.8114999999999999,26,66.0
-116.0,0.1571102,6.0,0.0495803999999999,14.52,8.27,17.55,41498.0,1259.0,61.3,9.12,0.1,8.6037,0.0944,15,62.0
-116.0,0.1492699999999999,6.0,0.0488902,15.0,12.74,13.98,0.0,209.0,0.0,0.0,0.05,0.0,0.0472,34,59.0
-117.80645161290325,0.1373259999999999,6.0,0.0603155999999999,15.0,6.05,22.8,115095.0,876.0,35.96,21.33,0.2,20.1222,0.1888,20,66.0
-119.0,0.1304402,6.0,0.0806042,15.0,13.19,20.4,153749.0,2806.0,180.07,33.0,1.63,31.1319,1.5379000000000005,15,47.0
-119.0,0.1299819999999999,6.0,0.0833463999999999,15.0,9.81,22.0,91411.0,2931.0,95.06,19.06,0.49,17.980900000000002,0.4623,16,36.0
-119.0,0.1254886,6.0,0.0807104,15.0,10.35,18.63,117694.0,2547.0,113.7,26.67,0.52,25.16,0.4906999999999999,7,1.0
-119.0,0.1177407999999999,6.0,0.0795275,15.0,9.08,19.685,73589.0,1895.0,100.84,14.22,1.14,13.415,1.0757,22,90.0
-119.0,0.1350399999999999,6.0,0.0856478999999999,15.0,16.3,21.155,112153.0,4655.0,267.16,22.29,0.68,21.028,0.6416,39,121.0
-119.0,0.1285381,6.0,0.1067421999999999,15.0,11.73,19.855,84299.0,2884.0,131.9,20.27,0.39,19.1223,0.368,28,93.0
-119.0,0.1197228,6.0,0.1167959999999999,15.0,7.83,20.32,54813.0,1887.0,67.83,10.73,0.54,10.1224,0.5096,18,63.0
-119.0,0.108359,6.0,0.1276845999999999,15.0,9.06,20.875,123195.0,2379.0,94.93,25.01,0.9,23.594,0.8490000000000001,20,46.0
-119.0,0.098164,6.0,0.1317699999999999,15.0,8.95,17.255,28010.0,1674.0,71.69,5.78,0.2,5.4527,0.1888,15,60.0
-119.0,0.1393435999999999,6.0,0.1488322999999999,15.0,12.79,20.12,54348.0,8593.0,412.78,9.05,0.85,8.5377,0.8019999999999999,23,29.0
-119.0,0.1320276999999999,6.0,0.1393933999999999,15.0,5.52,20.59,28893.0,797.0,10.88,8.49,0.25,8.009300000000001,0.236,18,0.0
-119.0,0.1185649,6.0,0.1250194,15.0,12.55,21.83,169527.0,3577.0,167.0,31.08,1.23,29.3202,1.1604,18,71.0
-120.0,0.106478,6.0,0.1125244,15.0,16.1,21.24,197508.0,3415.0,207.18,37.58,0.94,35.452200000000005,0.8868,21,83.0
-120.0,0.0957235999999999,6.0,0.108242,15.0,8.92,20.04,94779.0,2036.0,91.44,16.34,0.91,15.4149,0.8586,10,82.0
-120.0,0.1288523,6.0,0.1255483999999999,15.0,9.78,19.06,74682.0,2432.0,82.64,13.39,0.64,12.6319,0.6039,20,64.0
-120.0,0.2116611999999999,6.0,0.1303099999999999,15.0,6.07,22.825,54071.0,1830.0,42.42,10.79,0.52,10.1793,0.4907999999999999,7,46.0
-120.0,0.2414168,6.0,0.1234743,15.0,5.82,22.2,132288.0,3704.0,141.24,28.58,1.35,26.9619,1.2737,25,75.0
-120.0,0.2282968000000001,6.0,0.11118,15.0,7.27,20.525,77094.0,1777.0,42.95,17.67,0.4,16.6695,0.3775,21,62.0
-120.0,0.21692,6.0,0.1000927999999999,15.0,9.1,22.545,77813.0,2848.0,106.71,16.1,0.62,15.1883,0.5851,10,52.0
-120.0,0.1995337,6.0,0.0954982,15.0,10.43,20.18,87182.0,2812.0,97.34,22.37,1.08,21.1037,1.0191,19,70.0
-120.0,0.1790409999999999,6.0,0.0985036,15.0,6.75,21.13,60995.0,1669.0,61.0,7.6,0.91,7.169700000000001,0.8586,9,25.0
-120.0,0.16774,6.0,0.1009599999999999,15.0,9.4,19.03,81971.0,2033.0,75.73,17.26,0.51,16.283,0.4813,19,54.0
-120.0,0.2033774000000001,6.0,0.10851,15.0,8.66,21.8,94100.0,1822.0,69.73,15.53,0.77,14.650799999999998,0.7265999999999999,14,1.0
-120.0,0.1894052,6.0,0.1112636999999999,15.0,9.86,20.305,63746.0,5546.0,264.57,13.52,1.93,12.7545,1.8209,33,94.0
-120.0,0.1866095,6.0,0.1230659999999999,15.0,6.22,20.53,103237.0,3066.0,104.73,20.45,0.7,19.2923,0.6605,44,124.0
-121.0,0.1835465,6.0,0.1163036,15.0,7.5,22.21,65429.0,2049.0,62.82,15.01,0.45,14.1603,0.4246999999999999,27,90.0
-121.0,0.2033330999999999,6.0,0.1163956999999999,15.0,19.68,19.52,86150.0,4687.0,341.27,14.27,1.27,13.4622,1.1982000000000002,18,46.0
-121.0,0.2328656,6.0,0.13491,15.0,10.18,20.995,91957.0,4511.0,205.38,20.95,2.02,19.7641,1.9058,22,57.0
-121.0,0.2357738999999999,6.0,0.1352255999999999,15.0,14.96,18.56,43725.0,6407.0,339.96,8.51,1.48,8.0282,1.3964,26,66.0
-121.0,0.2495766,6.0,0.1439014999999999,15.0,10.22,17.625,27789.0,4781.0,420.26,5.27,2.02,4.9716000000000005,1.9057,21,46.0
-121.0,0.2260783999999999,6.0,0.1401565,15.0,16.2,21.93,111366.0,9240.0,312.78,28.49,0.73,26.8769,0.6888,17,66.0
-121.0,0.2156648999999998,6.0,0.1330092,15.0,18.83,18.64,204249.0,4339.0,299.51,46.53,2.33,43.8956,2.1983,11,54.0
-121.0,0.2041499999999999,6.0,0.1345432,15.0,13.23,21.96,137668.0,3732.0,125.12,21.35,1.02,20.1414,0.9624,26,48.0
-121.0,0.1969307,6.0,0.1292371999999999,15.0,7.58,18.745,90802.0,2056.0,75.88,18.83,0.4,17.7639,0.3776,12,52.0
-121.0,0.1937899999999999,6.0,0.1311233999999999,15.0,11.65,21.66,73858.0,2924.0,117.57,9.32,1.33,8.792300000000001,1.2548,22,49.0
-121.0,0.1755728,6.0,0.1221268,15.0,7.91,18.65,104230.0,2266.0,74.88,26.05,0.66,24.5752,0.6229,0,64.0
-121.0,0.159472,6.0,0.1261337999999999,15.0,9.67,22.7,76581.0,3026.0,112.0,21.07,0.52,19.8771,0.4905999999999999,16,61.0
-121.0,0.143269,6.0,0.1250868,15.0,9.66,18.255,81180.0,2481.0,109.64,23.31,0.65,21.9904,0.6133,10,58.0
-120.75,0.1551939999999999,6.0,0.123486,9.75,5.47,18.685,49915.0,1719.0,52.49,9.06,0.67,8.5471,0.6322,22,29.0
-120.0,0.1863657000000001,6.0,0.1183817999999999,0.0,14.6,20.515,119533.0,1887.0,396.93,22.84,9.72,21.5467,9.1703,18,89.0
-120.0,0.1836574,6.0,0.1063233,0.0,26.36,15.87,81167.0,1608.0,83.52,13.95,3.58,13.1604,3.3773,16,47.0
-120.0,0.2134048,6.0,0.095495,0.0,16.31,22.145,95952.0,1444.0,89.88,24.08,7.17,22.7166,6.7643,7,31.0
-120.32,0.2116533999999999,6.0,0.0888819999999999,0.0,17.56,21.86,27581.0,653.0,20.14,5.35,1.0,5.0472,0.9434,6,6.0
-121.0,0.2614398,6.0,0.0807423999999999,0.0,25.97,23.065,132885.0,2697.0,475.63,23.09,15.03,21.7829,14.1796,7,127.0
-121.0,0.3392752,6.0,0.094299,0.0,17.02,22.745,87913.0,1300.0,68.17,13.9,5.87,13.1132,5.5377,1,134.0
-121.0,0.3823873,6.0,0.0908087999999999,0.0,32.3,18.38,89311.0,2394.0,127.19,23.3,7.93,21.9809,7.481400000000001,22,77.0
-121.0,0.4130457000000001,6.0,0.091791,0.0,18.74,19.71,92811.0,2185.0,119.18,20.27,8.11,19.1226,7.6509,35,62.0
-121.0,0.4481563999999997,6.0,0.0837,0.0,21.21,20.86,39777.0,1892.0,115.28,9.25,8.87,8.7264,8.367799999999999,2,57.0
-121.0,0.4280258000000002,6.0,0.0777573,0.0,25.8,19.01,54612.0,2245.0,674.27,17.37,15.93,16.3868,15.0285,5,46.0
-121.0,0.4053733,6.0,0.0774937,0.0,26.91,15.36,35305.0,2635.0,277.34,10.06,12.95,9.4906,12.2168,11,64.0
-121.0,0.3829773999999999,6.0,0.0700922,0.0,8.43,21.245,60560.0,443.0,25.59,12.17,1.99,11.480899999999998,1.8774,17,46.0
-121.0,0.3632989999999999,6.0,0.0667486,0.0,12.08,21.97,139563.0,2150.0,908.29,29.11,12.2,27.4618,11.512,58,33.0
-121.0,0.3619094999999999,6.0,0.060856,0.0,20.18,22.405,166342.0,2480.0,390.74,32.0,12.14,30.1886,11.455,33,80.0
-121.0,0.376948,6.0,0.0642481999999999,0.0,18.76,24.435,61389.0,576.0,22.88,11.66,1.37,10.9998,1.2927000000000002,36,53.0
-121.0,0.3954747999999999,6.0,0.0677483,0.0,21.24,15.275,30358.0,1091.0,51.55,6.29,2.13,5.934,2.0096000000000003,0,66.0
-121.0,0.4430043999999999,6.0,0.0615518,0.0,29.93,15.43,39310.0,3901.0,261.26,5.8,19.72,5.471699999999999,18.604,22,37.0
-121.0,0.4987681,6.0,0.059034,0.0,58.36,19.365,102432.0,3742.0,223.72,14.84,13.44,14.0,12.679200000000002,13,78.0
-121.0,0.5458627,6.0,0.0601877999999999,0.0,28.11,21.51,177687.0,1852.0,156.13,29.16,6.07,27.5094,5.7264,13,66.0
-121.0,0.5594775999999999,6.0,0.0562615999999999,0.0,52.98,19.405,186207.0,5373.0,294.3,37.0,21.43,34.905100000000004,20.2172,20,52.0
-121.0,0.5053712000000001,6.0,0.0505295,0.45,33.79,17.355,103656.0,2193.0,93.87,24.53,3.93,23.1411,3.7074,17,55.0
-121.0,0.4852182,6.0,0.0453828,1.47,27.46,18.62,74323.0,4137.0,217.91,11.02,9.99,10.3962,9.4246,18,28.0
-121.0,0.5249577,6.0,0.0418733,2.23,6.16,19.875,103228.0,2068.0,103.54,21.79,0.41,20.5564,0.3869999999999999,5,43.0
-121.0,0.5399606,6.0,0.0454174999999999,3.0,31.77,23.235,89380.0,4328.0,283.89,14.86,6.49,14.0187,6.1226,13,21.0
-121.0,0.5116831999999999,6.0,0.0674063999999999,3.0,11.3,24.115,75230.0,1779.0,87.53,23.86,2.13,22.5091,2.0096000000000003,17,74.0
-121.0,0.4904059999999999,6.0,0.0681535,3.0,19.12,19.96,124962.0,4284.0,216.23,23.91,5.72,22.5564,5.3962,11,42.0
-121.0,0.4796629999999999,6.0,0.0612109999999999,3.0,15.51,19.63,77870.0,2035.0,93.98,15.65,2.03,14.764,1.9152,14,84.0
-121.0,0.4609270000000001,6.0,0.0586772999999999,3.0,13.11,17.755,71084.0,1973.0,97.19,18.19,3.25,17.1603,3.0662000000000003,24,107.0
-121.0,0.4510551999999998,6.0,0.0589854,3.0,13.77,20.595,36995.0,5401.0,468.66,7.08,6.98,6.6792,6.5856,2,44.0
-121.0,0.4847512999999999,6.0,0.0529767999999999,3.41,5.73,22.035,59472.0,498.0,17.18,12.83,0.58,12.103699999999998,0.5474,25,19.0
-121.0,0.5129192,6.0,0.0502533999999999,4.0,30.79,18.1,160113.0,4286.0,228.1,35.24,4.84,33.2452,4.5661000000000005,17,12.0
-121.0,0.5511535000000002,6.0,0.0531504,4.0,8.99,23.545,178904.0,1989.0,77.68,33.13,1.02,31.2547,0.9624,8,74.0
-121.0,0.5911753999999999,6.0,0.0533844999999999,4.0,10.38,22.015,126253.0,3552.0,239.06,19.85,2.66,18.7263,2.5096,6,92.0
-121.0,0.5920078,6.0,0.0479458999999999,4.47,10.78,17.45,88379.0,2620.0,114.85,19.23,0.7,18.1413,0.6605,2,92.0
-121.10752688172045,0.5549257000000002,6.0,0.0453812,5.44,10.06,23.375,70820.0,919.0,54.19,13.27,0.65,12.5187,0.6133,7,52.0
-123.0,0.5568583999999998,6.0,0.0557349999999999,6.0,12.07,21.99,64164.0,2409.0,109.71,13.6,1.79,12.83,1.6889,8,55.0
-123.0,0.5571495000000002,6.0,0.0625279999999999,6.0,13.21,19.56,126520.0,2493.0,109.7,21.29,1.72,20.0846,1.6228,12,65.0
-122.31,0.5199815,6.0,0.0587281999999999,6.0,9.55,21.275,75588.0,1605.0,62.32,12.34,0.91,11.6415,0.8586,3,52.0
-122.0,0.5257850000000001,6.0,0.0552218,6.0,11.86,19.905,69276.0,1611.0,62.71,10.95,1.18,10.3301,1.1132,1,60.0
-122.0,0.5671932,6.0,0.0493832,6.57,9.22,19.6,84926.0,760.0,44.68,17.71,0.88,16.7075,0.8303,43,74.0
